job_name_jobs_list,company_name,job_page_link,jobs_country_jobs_list,posted_date,deadline,job_salary_jobs_list,job_page_full_url,job_name_job_page,company_name_job_page,job_country_job_page,job_time_job_page,job_salary_job_page,job_category,job_overview,job_description_details,company_reg_date,company_phone,active_job
HOUSEMAID,PRIME RECRUITMENT COMPANY LTD,./jobs?id=6701,Saudi Arabia,"06 Feb, 2025 - 06 Feb, 2027","Deadline : 06 Mar, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6701,HOUSEMAID,PRIME RECRUITMENT COMPANY LTD,Saudi Arabia,"Feb 06, 2025 - Feb 06, 2027 ",SAR 900,Domestic Worker,House maids needed in Saudi Arabia to work for a contract period of 2 years.,House maids needed in Saudi Arabia to work for a contract period of 2 years.						,"06 July, 2023",+256-778-742927,False
HOUSEMAID,PRIME RECRUITMENT COMPANY LTD,./jobs?id=6701,Uganda,"Posted : 06 Feb, 2025","Deadline : 06 Mar, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6701,HOUSEMAID,PRIME RECRUITMENT COMPANY LTD,Saudi Arabia,"Feb 06, 2025 - Feb 06, 2027 ",SAR 900,Domestic Worker,House maids needed in Saudi Arabia to work for a contract period of 2 years.,House maids needed in Saudi Arabia to work for a contract period of 2 years.						,"06 July, 2023",+256-778-742927,False
HOUSEMAID,RUNTOWN AGENCIES LIMITED,./jobs?id=6658,Saudi Arabia,"29 Jan, 2025 - 29 Jan, 2027","Deadline : 23 Feb, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6658,HOUSEMAID,RUNTOWN AGENCIES LIMITED,Saudi Arabia,"Jan 29, 2025 - Jan 29, 2027 ",SAR 900,Domestic Worker,UGANDAN HOUSEMAIDS TO WORK IN SAUDI ARABIA FOR A RENEUWABLE CONTRACT OF 2 YEARS UNDER A VERIFIED AND SIGNED BILATERAL RULES BY THE GOVERNMENT OF UGANDA AND THE GOVERMENT OF SAUDI ARABIA.,UGANDAN HOUSEMAIDS TO WORK IN SAUDI ARABIA FOR A RENEUWABLE CONTRACT OF 2 YEARS UNDER A VERIFIED AND SIGNED BILATERAL RULES BY THE GOVERNMENT OF UGANDA AND THE GOVERMENT OF SAUDI ARABIA.						,"22 March, 2024",+256-702-769754,False
HOUSEMAID,RUNTOWN AGENCIES LIMITED,./jobs?id=6658,Uganda,"Posted : 29 Jan, 2025","Deadline : 23 Feb, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6658,HOUSEMAID,RUNTOWN AGENCIES LIMITED,Saudi Arabia,"Jan 29, 2025 - Jan 29, 2027 ",SAR 900,Domestic Worker,UGANDAN HOUSEMAIDS TO WORK IN SAUDI ARABIA FOR A RENEUWABLE CONTRACT OF 2 YEARS UNDER A VERIFIED AND SIGNED BILATERAL RULES BY THE GOVERNMENT OF UGANDA AND THE GOVERMENT OF SAUDI ARABIA.,UGANDAN HOUSEMAIDS TO WORK IN SAUDI ARABIA FOR A RENEUWABLE CONTRACT OF 2 YEARS UNDER A VERIFIED AND SIGNED BILATERAL RULES BY THE GOVERNMENT OF UGANDA AND THE GOVERMENT OF SAUDI ARABIA.						,"22 March, 2024",+256-702-769754,False
HOUSEMAID,RUNTOWN AGENCIES LIMITED,./jobs?id=6659,Saudi Arabia,"21 Feb, 2025 - 21 Feb, 2027","Deadline : 23 Feb, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6659,HOUSEMAID,RUNTOWN AGENCIES LIMITED,Saudi Arabia,"Feb 21, 2025 - Feb 21, 2027 ",SAR 900,Domestic Worker,UGANDAN HOUSEMAIDS TO WORK IN SAUDI ARABIA FOR A RENEUWABLE CONTRACT OF 2 YEARS UNDER A VERIFIED AND SIGNED BILATERAL RULES BY THE GOVERNMENT OF UGANDA AND THE GOVERMENT OF SAUDI ARABIA.,UGANDAN HOUSEMAIDS TO WORK IN SAUDI ARABIA FOR A RENEUWABLE CONTRACT OF 2 YEARS UNDER A VERIFIED AND SIGNED BILATERAL RULES BY THE GOVERNMENT OF UGANDA AND THE GOVERMENT OF SAUDI ARABIA.						,"22 March, 2024",+256-702-769754,False
HOUSEMAID,S.A INTEGRATED STAFFING SERVICES LIMITED,./jobs?id=6813,Uganda,"Posted : 24 Mar, 2025","Deadline : 18 Apr, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6813,HOUSEMAID,S.A INTEGRATED STAFFING SERVICES LIMITED,Saudi Arabia,"Mar 24, 2025 - Mar 24, 2027 ",SAR 900,Domestic Worker,"	cleaning, cooking, babysitting, ironing, washing, elderly care ..","	cleaning, cooking, babysitting, ironing, washing, elderly care ..						","04 November, 2024",+256-759-666066,True
HOUSEMAID,SALEM INTERNATIONAL LIMITED,./jobs?id=6766,Saudi Arabia,"24 Feb, 2025 - 24 Feb, 2027","Deadline : 22 Mar, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6766,HOUSEMAID,SALEM INTERNATIONAL LIMITED,Saudi Arabia,"Feb 24, 2025 - Feb 24, 2027 ",SAR 900,Domestic Worker,*explanation of the job:,*explanation of the job:,"13 September, 2024",+256-782-361898,False
HOUSEMAID,SALEM INTERNATIONAL LIMITED,./jobs?id=6766,Uganda,"Posted : 24 Feb, 2025","Deadline : 22 Mar, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6766,HOUSEMAID,SALEM INTERNATIONAL LIMITED,Saudi Arabia,"Feb 24, 2025 - Feb 24, 2027 ",SAR 900,Domestic Worker,*explanation of the job:,*explanation of the job:,"13 September, 2024",+256-782-361898,False
HOUSEMAID,SWIFT INTERNATIONAL RECRUITERS LIMITED,./jobs?id=6477,Saudi Arabia,"11 Oct, 2024 - 11 Oct, 2026","Deadline : 31 May, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6477,HOUSEMAID,SWIFT INTERNATIONAL RECRUITERS LIMITED,Saudi Arabia,"Oct 11, 2024 - Oct 11, 2026 ",SAR 900,Domestic Worker,"Job order over view : Overview: Domestic workers to help in housework like cleaning, washing and doing other housework like cooking and helping family members","Job order over view : Overview: Domestic workers to help in housework like cleaning, washing and doing other housework like cooking and helping family members						","31 May, 2024",+256-392-174783,True
HOUSEMAID,SWIFT INTERNATIONAL RECRUITERS LIMITED,./jobs?id=6833,Uganda,"Posted : 31 Mar, 2025","Deadline : 26 Apr, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6833,HOUSEMAID,SWIFT INTERNATIONAL RECRUITERS LIMITED,Saudi Arabia,"Mar 31, 2025 - Mar 31, 2027 ",SAR 900,Domestic Worker,"Domestic workers to help in the housework like cleaning, washing and doing other housework like cooking and helping the family members.","Domestic workers to help in the housework like cleaning, washing and doing other housework like cooking and helping the family members.						","31 May, 2024",+256-392-174783,True
HOUSEMAID,TEMPCRO INTERNATIONAL LIMITED,./jobs?id=6779,Saudi Arabia,"03 Mar, 2025 - 03 Mar, 2027","Deadline : 29 Mar, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6779,HOUSEMAID,TEMPCRO INTERNATIONAL LIMITED,Saudi Arabia,"Mar 03, 2025 - Mar 03, 2027 ",SAR 900,Domestic Worker,THE HOUSEMAIDE SUPPOSE TO WASH THE HOUSE AND CLEAN THE KITCHEN AND THE OTHER DOMESTIC DUTIES AND SHE HAS TO RECEIVE 900 SAR MONTHLY AND SLEEP FOR 8 HOURS AND TO EAT 3 TIMES DAILY,THE HOUSEMAIDE SUPPOSE TO WASH THE HOUSE AND CLEAN THE KITCHEN AND THE OTHER DOMESTIC DUTIES AND SHE HAS TO RECEIVE 900 SAR MONTHLY AND SLEEP FOR 8 HOURS AND TO EAT 3 TIMES DAILY						,"29 December, 2024",+256-775-911091,False
HOUSEMAID,TEMPCRO INTERNATIONAL LIMITED,./jobs?id=6779,Uganda,"Posted : 03 Mar, 2025","Deadline : 29 Mar, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6779,HOUSEMAID,TEMPCRO INTERNATIONAL LIMITED,Saudi Arabia,"Mar 03, 2025 - Mar 03, 2027 ",SAR 900,Domestic Worker,THE HOUSEMAIDE SUPPOSE TO WASH THE HOUSE AND CLEAN THE KITCHEN AND THE OTHER DOMESTIC DUTIES AND SHE HAS TO RECEIVE 900 SAR MONTHLY AND SLEEP FOR 8 HOURS AND TO EAT 3 TIMES DAILY,THE HOUSEMAIDE SUPPOSE TO WASH THE HOUSE AND CLEAN THE KITCHEN AND THE OTHER DOMESTIC DUTIES AND SHE HAS TO RECEIVE 900 SAR MONTHLY AND SLEEP FOR 8 HOURS AND TO EAT 3 TIMES DAILY						,"29 December, 2024",+256-775-911091,False
HOUSEMAID,TEMPCRO INTERNATIONAL LIMITED,./jobs?id=6784,Saudi Arabia,"10 Mar, 2025 - 10 Mar, 2027","Deadline : 04 Apr, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6784,HOUSEMAID,TEMPCRO INTERNATIONAL LIMITED,Saudi Arabia,"Mar 10, 2025 - Mar 10, 2027 ",SAR 900,Domestic Worker,"A Domestic Worker provides essential services to households, ensuring that the home runs smoothly and remains in good condition. Their duties can vary depending on the employer's needs but generally include cleaning, laundry, cooking, and caring for children or elderly family members. They may also perform administrative tasks or run errands. The role demands trustworthiness, attention to detail, and the ability to work independently or under minimal supervision.","A Domestic Worker provides essential services to households, ensuring that the home runs smoothly and remains in good condition. Their duties can vary depending on the employer's needs but generally include cleaning, laundry, cooking, and caring for children or elderly family members. They may also perform administrative tasks or run errands. The role demands trustworthiness, attention to detail, and the ability to work independently or under minimal supervision.						","25 March, 2025",+256-775-911091,False
HOUSEMAID,TEMPCRO INTERNATIONAL LIMITED,./jobs?id=6784,Saudi Arabia,"10 Mar, 2025 - 10 Mar, 2027","Deadline : 04 Apr, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6784,HOUSEMAID,TEMPCRO INTERNATIONAL LIMITED,Saudi Arabia,"Mar 10, 2025 - Mar 10, 2027 ",SAR 900,Domestic Worker,"A Domestic Worker provides essential services to households, ensuring that the home runs smoothly and remains in good condition. Their duties can vary depending on the employer's needs but generally include cleaning, laundry, cooking, and caring for children or elderly family members. They may also perform administrative tasks or run errands. The role demands trustworthiness, attention to detail, and the ability to work independently or under minimal supervision.","A Domestic Worker provides essential services to households, ensuring that the home runs smoothly and remains in good condition. Their duties can vary depending on the employer's needs but generally include cleaning, laundry, cooking, and caring for children or elderly family members. They may also perform administrative tasks or run errands. The role demands trustworthiness, attention to detail, and the ability to work independently or under minimal supervision.						","29 December, 2024",+256-775-911091,False
HOUSEMAID,TEMPCRO INTERNATIONAL LIMITED,./jobs?id=6784,Uganda,"Posted : 10 Mar, 2025","Deadline : 04 Apr, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6784,HOUSEMAID,TEMPCRO INTERNATIONAL LIMITED,Saudi Arabia,"Mar 10, 2025 - Mar 10, 2027 ",SAR 900,Domestic Worker,"A Domestic Worker provides essential services to households, ensuring that the home runs smoothly and remains in good condition. Their duties can vary depending on the employer's needs but generally include cleaning, laundry, cooking, and caring for children or elderly family members. They may also perform administrative tasks or run errands. The role demands trustworthiness, attention to detail, and the ability to work independently or under minimal supervision.","A Domestic Worker provides essential services to households, ensuring that the home runs smoothly and remains in good condition. Their duties can vary depending on the employer's needs but generally include cleaning, laundry, cooking, and caring for children or elderly family members. They may also perform administrative tasks or run errands. The role demands trustworthiness, attention to detail, and the ability to work independently or under minimal supervision.						","29 December, 2024",+256-775-911091,False
HOUSEMAID,TRIPLE WORLD GROUP LIMITED,./jobs?id=6646,Saudi Arabia,"23 Jan, 2025 - 23 Jan, 2027","Deadline : 21 Feb, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6646,HOUSEMAID,Triple World Group Limited,Saudi Arabia,"Jan 23, 2025 - Jan 23, 2027 ",SAR 900,Domestic Worker,"Maids are responsible for the cleanliness and neatness of the environment they have been tasked to take care of, whether it is a private home. They may have laundry and cooking responsibilities in addition to cleaning.","Maids are responsible for the cleanliness and neatness of the environment they have been tasked to take care of, whether it is a private home. They may have laundry and cooking responsibilities in addition to cleaning.						","02 February, 2024",+256-785-622550,False
HOUSEMAID,TRIPLE WORLD GROUP LIMITED,./jobs?id=6646,Uganda,"Posted : 23 Jan, 2025","Deadline : 21 Feb, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6646,HOUSEMAID,Triple World Group Limited,Saudi Arabia,"Jan 23, 2025 - Jan 23, 2027 ",SAR 900,Domestic Worker,"Maids are responsible for the cleanliness and neatness of the environment they have been tasked to take care of, whether it is a private home. They may have laundry and cooking responsibilities in addition to cleaning.","Maids are responsible for the cleanliness and neatness of the environment they have been tasked to take care of, whether it is a private home. They may have laundry and cooking responsibilities in addition to cleaning.						","02 February, 2024",+256-785-622550,False
HOUSEMAID,WORK WAYS UGANDA LIMITED,./jobs?id=6586,Saudi Arabia,"31 Dec, 2024 - 31 Dec, 2026","Deadline : 08 Jan, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6586,HOUSEMAID,WORK WAYS UGANDA LIMITED,Saudi Arabia,"Dec 31, 2024 - Dec 31, 2026 ",SAR 900,Domestic Worker,House maids needed in Saudi Arabia to work for a contract period of 2 years.,House maids needed in Saudi Arabia to work for a contract period of 2 years.,"30 January, 2024",+256-740-000320,False
HOUSEMAID,WORK WAYS UGANDA LIMITED,./jobs?id=6757,Saudi Arabia,"20 Feb, 2025 - 20 Feb, 2027","Deadline : 21 Mar, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6757,HOUSEMAID,WORK WAYS UGANDA LIMITED,Saudi Arabia,"Feb 20, 2025 - Feb 20, 2027 ",SAR 900,Domestic Worker,HARDWORKING ,HARDWORKING 						,"30 January, 2024",+256-740-000320,False
HOUSEMAID,WORK WAYS UGANDA LIMITED,./jobs?id=6757,Uganda,"Posted : 20 Feb, 2025","Deadline : 21 Mar, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6757,HOUSEMAID,WORK WAYS UGANDA LIMITED,Saudi Arabia,"Feb 20, 2025 - Feb 20, 2027 ",SAR 900,Domestic Worker,HARDWORKING ,HARDWORKING 						,"30 January, 2024",+256-740-000320,False
HOUSEMAID,WORKFORCE LOGISTICS AND CONSULTANTS LTD,./jobs?id=6587,Saudi Arabia,"30 Dec, 2024 - 30 Dec, 2026","Deadline : 08 Jan, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6587,HOUSEMAID,WORKFORCE LOGISTICS AND CONSULTANTS LTD,Saudi Arabia,"Dec 30, 2024 - Dec 30, 2026 ",SAR 900,Domestic Worker,- Responsible for keeping residences clean and tidy,- Responsible for keeping residences clean and tidy,"19 June, 2024",+256-772-410547,False
HOUSEMAID,ZONO AGENCY LIMITED,./jobs?id=6774,Saudi Arabia,"27 Feb, 2025 - 27 Feb, 2027","Deadline : 27 Mar, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6774,HOUSEMAID,ZONO AGENCY LIMITED,Saudi Arabia,"Feb 27, 2025 - Feb 27, 2027 ",SAR 900,Domestic Worker,House maids needed in Saudi Arabia to work for a contract period of 2 years.,House maids needed in Saudi Arabia to work for a contract period of 2 years.,"18 July, 2024",+256706390012,False
HOUSEMAID,ZONO AGENCY LIMITED,./jobs?id=6774,Uganda,"Posted : 27 Feb, 2025","Deadline : 27 Mar, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6774,HOUSEMAID,ZONO AGENCY LIMITED,Saudi Arabia,"Feb 27, 2025 - Feb 27, 2027 ",SAR 900,Domestic Worker,House maids needed in Saudi Arabia to work for a contract period of 2 years.,House maids needed in Saudi Arabia to work for a contract period of 2 years.,"18 July, 2024",+256706390012,False
HOUSEMAIDS,ABYAN INTERNATIONAL (U) LTD,./jobs?id=6698,Saudi Arabia,"03 Feb, 2025 - 03 Feb, 2027","Deadline : 03 Mar, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6698,HOUSEMAIDS,ABYAN INTERNATIONAL (U) LTD,Saudi Arabia,"Feb 03, 2025 - Feb 03, 2027 ",SAR 900,Domestic Worker,We are hiring capable personnel to work as housemaids in Saudi Arabia for a contract period of 2 years,We are hiring capable personnel to work as housemaids in Saudi Arabia for a contract period of 2 years,"31 May, 2024",0709468979,False
HOUSEMAIDS,ALKAREB LIMITED,./jobs?id=6654,Saudi Arabia,"24 Jan, 2025 - 24 Jan, 2027","Deadline : 22 Feb, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6654,HOUSEMAIDS,ALKAREB LIMITED,Saudi Arabia,"Jan 24, 2025 - Jan 24, 2027 ",SAR 900,Domestic Worker,"Housemaids work in the hospitality industry and are responsible for the cleaning and tidying of all areas within a set time limit, as well as delivering excellent customer service at all times. Housemaids often work shifts and can work full- or part-time, with overtime often being available. This job requires long periods of being on one’s feet and is physically demanding. Housemaids generally work in hotels or in residential homes;","Housemaids work in the hospitality industry and are responsible for the cleaning and tidying of all areas within a set time limit, as well as delivering excellent customer service at all times. Housemaids often work shifts and can work full- or part-time, with overtime often being available. This job requires long periods of being on one’s feet and is physically demanding. Housemaids generally work in hotels or in residential homes;","13 January, 2025",+256-782-707711,False
HOUSEMAIDS,ALKAREB LIMITED,./jobs?id=6654,Uganda,"Posted : 24 Jan, 2025","Deadline : 22 Feb, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6654,HOUSEMAIDS,ALKAREB LIMITED,Saudi Arabia,"Jan 24, 2025 - Jan 24, 2027 ",SAR 900,Domestic Worker,"Housemaids work in the hospitality industry and are responsible for the cleaning and tidying of all areas within a set time limit, as well as delivering excellent customer service at all times. Housemaids often work shifts and can work full- or part-time, with overtime often being available. This job requires long periods of being on one’s feet and is physically demanding. Housemaids generally work in hotels or in residential homes;","Housemaids work in the hospitality industry and are responsible for the cleaning and tidying of all areas within a set time limit, as well as delivering excellent customer service at all times. Housemaids often work shifts and can work full- or part-time, with overtime often being available. This job requires long periods of being on one’s feet and is physically demanding. Housemaids generally work in hotels or in residential homes;","13 January, 2025",+256-782-707711,False
HOUSEMAIDS,AMIYAL SEFER LIMITED,./jobs?id=6476,Saudi Arabia,"30 Sep, 2024 - 30 Sep, 2026","Deadline : 31 Dec, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6476,HOUSEMAIDS,AMIYAL SEFER LIMITED,Saudi Arabia,"Sep 30, 2024 - Sep 30, 2026 ",SAR 900,Domestic Worker,We are looking for HOUSEMAIDS with proven working experience (SHOULD UNDERGO TRAINING) in the relevant field and able to work independently and remain motivated.,We are looking for HOUSEMAIDS with proven working experience (SHOULD UNDERGO TRAINING) in the relevant field and able to work independently and remain motivated.,"25 November, 2024",+256-200-906963,True
HOUSEMAIDS,BLACK DIAMOND  RECRUITMENT LIMITED,./jobs?id=6704,Saudi Arabia,"06 Feb, 2025 - 06 Feb, 2027","Deadline : 06 Mar, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6704,HOUSEMAIDS,BLACK DIAMOND  RECRUITMENT LIMITED,Saudi Arabia,"Feb 06, 2025 - Feb 06, 2027 ",SAR 900,Domestic Worker,"Housemaids to help in houseworks like cleaning, washing and doing other houseworks like cooking and helping family members","Housemaids to help in houseworks like cleaning, washing and doing other houseworks like cooking and helping family members","18 November, 2024",+256-754-281937,False
HOUSEMAIDS,BLACK DIAMOND  RECRUITMENT LIMITED,./jobs?id=6704,Uganda,"Posted : 06 Feb, 2025","Deadline : 06 Mar, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6704,HOUSEMAIDS,BLACK DIAMOND  RECRUITMENT LIMITED,Saudi Arabia,"Feb 06, 2025 - Feb 06, 2027 ",SAR 900,Domestic Worker,"Housemaids to help in houseworks like cleaning, washing and doing other houseworks like cooking and helping family members","Housemaids to help in houseworks like cleaning, washing and doing other houseworks like cooking and helping family members","18 November, 2024",+256-754-281937,False
HOUSEMAIDS,CREATIVE GROUP INTERNATIONAL LTD,./jobs?id=6709,Saudi Arabia,"05 Feb, 2025 - 05 Feb, 2027","Deadline : 06 Mar, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6709,HOUSEMAIDS,CREATIVE GROUP INTERNATIONAL LTD,Saudi Arabia,"Feb 05, 2025 - Feb 05, 2027 ",SAR 900,Domestic Worker,"Housemaids to help in houseworks like cleaning, washing and doing other houseworks like cooking and helping family members","Housemaids to help in houseworks like cleaning, washing and doing other houseworks like cooking and helping family members","11 February, 2025",+256-200-923265,False
HOUSEMAIDS,CREATIVE GROUP INTERNATIONAL LTD,./jobs?id=6709,Uganda,"Posted : 05 Feb, 2025","Deadline : 06 Mar, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6709,HOUSEMAIDS,CREATIVE GROUP INTERNATIONAL LTD,Saudi Arabia,"Feb 05, 2025 - Feb 05, 2027 ",SAR 900,Domestic Worker,"Housemaids to help in houseworks like cleaning, washing and doing other houseworks like cooking and helping family members","Housemaids to help in houseworks like cleaning, washing and doing other houseworks like cooking and helping family members","26 April, 2023",+256-200-923265,False
HOUSEMAIDS,EXPLORER DUBAI LTD,./jobs?id=6707,Saudi Arabia,"05 Feb, 2025 - 05 Feb, 2027","Deadline : 06 Mar, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6707,HOUSEMAIDS,EXPLORER DUBAI LTD,Saudi Arabia,"Feb 05, 2025 - Feb 05, 2027 ",SAR 900,Domestic Worker,Overview	HOUSEMAID,Overview	HOUSEMAID,"16 January, 2025",+256-704-022400,False
HOUSEMAIDS,EXPLORER DUBAI LTD,./jobs?id=6707,Uganda,"Posted : 05 Feb, 2025","Deadline : 06 Mar, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6707,HOUSEMAIDS,EXPLORER DUBAI LTD,Saudi Arabia,"Feb 05, 2025 - Feb 05, 2027 ",SAR 900,Domestic Worker,Overview	HOUSEMAID,Overview	HOUSEMAID,"16 January, 2025",+256-704-022400,False
HOUSEMAIDS,HAM PROPERTY SERVICES AND MANAGEMENT LTD,./jobs?id=6615,Saudi Arabia,"02 Jan, 2025 - 02 Jan, 2027","Deadline : 29 Jan, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6615,HOUSEMAIDS,HAM PROPERTY SERVICES AND MANAGEMENT LTD,Saudi Arabia,"Jan 02, 2025 - Jan 02, 2027 ",SAR 900,Domestic Worker,HOUSEMAIDS,HOUSEMAIDS						,"11 December, 2024",+256-414-252490,False
HOUSEMAIDS,HAM PROPERTY SERVICES AND MANAGEMENT LTD,./jobs?id=6615,Uganda,"Posted : 02 Jan, 2025","Deadline : 29 Jan, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6615,HOUSEMAIDS,HAM PROPERTY SERVICES AND MANAGEMENT LTD,Saudi Arabia,"Jan 02, 2025 - Jan 02, 2027 ",SAR 900,Domestic Worker,HOUSEMAIDS,HOUSEMAIDS						,"11 December, 2024",+256-414-252490,False
HOUSEMAIDS,HBM RECRUITMENT AGENCY UGANDA LIMITED,./jobs?id=6834,Uganda,"Posted : 31 Mar, 2025","Deadline : 26 Apr, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6834,HOUSEMAIDS,HBM RECRUITMENT AGENCY UGANDA LIMITED,Saudi Arabia,"Mar 31, 2025 - Mar 31, 2027 ",SAR 900,Domestic Worker,House maids needed in Saudi Arabia to work for a contract period of 2 years.,House maids needed in Saudi Arabia to work for a contract period of 2 years.,"28 February, 2024",+256-700-941661,True
HOUSEMAIDS,JEVEUX D EMPLOI ENTERPRISE LTD,./jobs?id=6783,Saudi Arabia,"07 Mar, 2025 - 07 Mar, 2027","Deadline : 02 Apr, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6783,HOUSEMAIDS,JEVEUX D EMPLOI ENTERPRISE LTD,Saudi Arabia,"Mar 07, 2025 - Mar 07, 2027 ",SAR 900,Domestic Worker," a domestic worker, it requires to know how to clean, iron, wash clothes and plates, and sometimes the Saudi family is looking for someone who can prepare arab food, or is willing to learn it at least, some other families need a babysitter who can care for infants or young babies. Otherwise, the domestic worker has to rest 9 hours a day at least in a decent room, having 3 meals a day. About the required *qualifications for the house maid is just to know how to handle the housework and in addition to knowing some English or Arabic to be able to communicate with and the new environment. *About the expected responsibilities, the domestic worker should be a good and sincere person to live with the Saudi family in a good environment and should intend to do her work in a perfect way and continue her contract for 2 years."," a domestic worker, it requires to know how to clean, iron, wash clothes and plates, and sometimes the Saudi family is looking for someone who can prepare arab food, or is willing to learn it at least, some other families need a babysitter who can care for infants or young babies. Otherwise, the domestic worker has to rest 9 hours a day at least in a decent room, having 3 meals a day. About the required *qualifications for the house maid is just to know how to handle the housework and in addition to knowing some English or Arabic to be able to communicate with and the new environment. *About the expected responsibilities, the domestic worker should be a good and sincere person to live with the Saudi family in a good environment and should intend to do her work in a perfect way and continue her contract for 2 years.						","08 August, 2024",+256-782-881819,False
HOUSEMAIDS,JEVEUX D EMPLOI ENTERPRISE LTD,./jobs?id=6783,Uganda,"Posted : 07 Mar, 2025","Deadline : 02 Apr, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6783,HOUSEMAIDS,JEVEUX D EMPLOI ENTERPRISE LTD,Saudi Arabia,"Mar 07, 2025 - Mar 07, 2027 ",SAR 900,Domestic Worker," a domestic worker, it requires to know how to clean, iron, wash clothes and plates, and sometimes the Saudi family is looking for someone who can prepare arab food, or is willing to learn it at least, some other families need a babysitter who can care for infants or young babies. Otherwise, the domestic worker has to rest 9 hours a day at least in a decent room, having 3 meals a day. About the required *qualifications for the house maid is just to know how to handle the housework and in addition to knowing some English or Arabic to be able to communicate with and the new environment. *About the expected responsibilities, the domestic worker should be a good and sincere person to live with the Saudi family in a good environment and should intend to do her work in a perfect way and continue her contract for 2 years."," a domestic worker, it requires to know how to clean, iron, wash clothes and plates, and sometimes the Saudi family is looking for someone who can prepare arab food, or is willing to learn it at least, some other families need a babysitter who can care for infants or young babies. Otherwise, the domestic worker has to rest 9 hours a day at least in a decent room, having 3 meals a day. About the required *qualifications for the house maid is just to know how to handle the housework and in addition to knowing some English or Arabic to be able to communicate with and the new environment. *About the expected responsibilities, the domestic worker should be a good and sincere person to live with the Saudi family in a good environment and should intend to do her work in a perfect way and continue her contract for 2 years.						","08 August, 2024",+256-782-881819,False
HOUSEMAIDS,PEAK LABOUR GIANTS LIMITED,./jobs?id=6612,Saudi Arabia,"02 Jan, 2025 - 02 Jan, 2027","Deadline : 18 Jan, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6612,HOUSEMAIDS,Peak Labour Giants Limited,Saudi Arabia,"Jan 02, 2025 - Jan 02, 2027 ",SAR 900,Domestic Worker,House maids needed in Saudi Arabia to work for a contract period of 2 years.,House maids needed in Saudi Arabia to work for a contract period of 2 years.						,"17 May, 2024",+256-701-588214,False
HOUSEMAIDS,PEAK LABOUR GIANTS LIMITED,./jobs?id=6612,Uganda,"Posted : 02 Jan, 2025","Deadline : 18 Jan, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6612,HOUSEMAIDS,Peak Labour Giants Limited,Saudi Arabia,"Jan 02, 2025 - Jan 02, 2027 ",SAR 900,Domestic Worker,House maids needed in Saudi Arabia to work for a contract period of 2 years.,House maids needed in Saudi Arabia to work for a contract period of 2 years.						,"17 May, 2024",+256-701-588214,False
