company_name,company_link,company_location_companiespage,company_phone_x,company_calendar,logo_link,company_name_copg,license_no,start_date,expiry_date,address,phone_no,email,active_company,job_name_jobs_list,job_page_link,jobs_country_jobs_list,posted_date,deadline,job_salary_jobs_list,job_page_full_url,job_name_job_page,company_name_job_page,job_country_job_page,job_time_job_page,job_salary_job_page,job_category,job_overview,job_description_details,company_reg_date,company_phone_y,active_job
SAED INTERNATIONAL COMPANY,https://eemis.mglsd.go.ug/companies/SAEDINTERNATIONALCOMPANY_4073856,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+966-566-586418,"06 Dec, 2023 - 06 Dec, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_824_1662969401.png,SAED INTERNATIONAL COMPANY,SA001,06 December 2023,06 December 2025,"(' P.O Box ', 'Saudi Arabia ')", +966-566-586418 , info@saed.sa ,True,,,,,,,,,,,,,,,,,,False
SAFIR ALRYADAH RECRUITMENT,https://eemis.mglsd.go.ug/companies/SAFIRALRYADAHRECRUITMENT_32994150,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+966-533-894555,"Nov 30, 2024 - Nov 29, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2345_1731998084.jpeg,SAFIR ALRYADAH RECRUITMENT,SA24110038,30 November 2024,29 November 2026,"(' P.O Box ', 'Riyadh, Saudi Arabia ')", +966-533-894555 , safiralryadh@gmail.com ,True,,,,,,,,,,,,,,,,,,False
SAHAM RECRUITMENT,https://eemis.mglsd.go.ug/companies/Sahamrecruitment_21568896,Hafar albatin,+966-593-388872,"09 Nov, 2023 - 09 Nov, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_1896_1665957400.jpg,SAHAM RECRUITMENT,SA23110004,09 November 2023,09 November 2025,"(' P.O Box ', 'Ash Sharqiyah (Eastern Pr, Saudi Arabia ')", +966-593-388872 , qatoot@gmail.com ,True,,,,,,,,,,,,,,,,,,False
SAHARA RECRUITMENT AGENCY LIMITED,https://eemis.mglsd.go.ug/companies/SAHARARECRUITMENTAGENCYLIMITED_415014,BUWATE,+256-785-100396,"11 Jan, 2024 - 10 Jan, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_263_1693566488.jpg,SAHARA RECRUITMENT AGENCY LIMITED,E24010006,11 January 2024,10 January 2026,"(' P.O BOX 10111, KAMPALA', 'Kampala, Uganda ')", +256-785-100396 , sahararecruitmentagencyltd@gmail.com ,True,,,,,,,,,,,,,,,,,,False
SALATA COMPANY FOR MEALS,https://eemis.mglsd.go.ug/companies/SalataCompanyforMeals_28201344,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+966-570-616000,"18 Jan, 2024 - 18 Jan, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2168_1701172348.jpeg,SALATA COMPANY FOR MEALS,SA24010015,18 January 2024,18 January 2026,"(' P.O Box ', 'Eastern Province, Saudi Arabia ')", +966-570-616000 , HR@agholding.com.sa ,True,,,,,,,,,,,,,,,,,,False
SALEM INTERNATIONAL LIMITED,https://eemis.mglsd.go.ug/companies/SALEMINTERNATIONALLIMITED_14248086,26413 KAMPALA,+256-782-361898,"13 Sep, 2024 - 12 Sep, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_1541_1654340607.jpg,SALEM INTERNATIONAL LIMITED,E24090015,13 September 2024,12 September 2026,"(' P.O Box ', 'Kampala, Uganda ')", +256-782-361898 , salemjd2022@gmail.com ,True,HOUSEMAID,./jobs?id=6766,Saudi Arabia,"24 Feb, 2025 - 24 Feb, 2027","Deadline : 22 Mar, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6766,HOUSEMAID,SALEM INTERNATIONAL LIMITED,Saudi Arabia,"Feb 24, 2025 - Feb 24, 2027 ",SAR 900,Domestic Worker,*explanation of the job:,*explanation of the job:,"13 September, 2024",+256-782-361898,True
SALEM INTERNATIONAL LIMITED,https://eemis.mglsd.go.ug/companies/SALEMINTERNATIONALLIMITED_14248086,26413 KAMPALA,+256-782-361898,"13 Sep, 2024 - 12 Sep, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_1541_1654340607.jpg,SALEM INTERNATIONAL LIMITED,E24090015,13 September 2024,12 September 2026,"(' P.O Box ', 'Kampala, Uganda ')", +256-782-361898 , salemjd2022@gmail.com ,True,HOUSEMAID,./jobs?id=6766,Uganda,"Posted : 24 Feb, 2025","Deadline : 22 Mar, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6766,HOUSEMAID,SALEM INTERNATIONAL LIMITED,Saudi Arabia,"Feb 24, 2025 - Feb 24, 2027 ",SAR 900,Domestic Worker,*explanation of the job:,*explanation of the job:,"13 September, 2024",+256-782-361898,False
SAMA AL RIYADH FOR RECRUITMENT,https://eemis.mglsd.go.ug/companies/SAMAALRIYADHFORRECRUITMENT_6303750,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+966-502-252899,"20 Nov, 2023 - 20 Nov, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_1025_1641292806.jpeg,SAMA AL RIYADH FOR RECRUITMENT,SA23110012,20 November 2023,20 November 2025,"(' P.O Box ', 'Ar Riyad, Saudi Arabia ')", +966-502-252899 , sama.alriyadh9@gmail.com ,True,,,,,,,,,,,,,,,,,,False
SAMA ALKHALEAJ RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/SamaAlkhaleajRecruitmentOffice_32377974,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+966-505-854186,"23 Oct, 2024 - 23 Oct, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2323_1728251687.jpg,SAMA ALKHALEAJ RECRUITMENT OFFICE,SA24100012,23 October 2024,23 October 2026,"(' P.O Box ', 'Ash Sharqiyah (Eastern Pr, Saudi Arabia ')", +966-505-854186 , ghanem888@hotmail.com ,True,,,,,,,,,,,,,,,,,,False
SAMA ALKHALEAJ RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/SamaAlkhaleajRecruitmentOffice_32377974,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+966-505-854186,"Oct 23, 2024 - Oct 23, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2323_1728251687.jpg,SAMA ALKHALEAJ RECRUITMENT OFFICE,SA24100012,23 October 2024,23 October 2026,"(' P.O Box ', 'Ash Sharqiyah (Eastern Pr, Saudi Arabia ')", +966-505-854186 , ghanem888@hotmail.com ,False,,,,,,,,,,,,,,,,,,False
SAMAM SPECIAL SECURITY SERVICES WLL,https://eemis.mglsd.go.ug/companies/SAMAMSPECIALSECURITYSERVICESWLL_24240600,"Office Villa Building 15, Umm Lekhba, Near Landmark Mall,  Al Duhail,",+974-044-146655,"23 Apr, 2023 - 23 Apr, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_2010_1678097694.png,SAMAM SPECIAL SECURITY SERVICES WLL,QA23040016,23 April 2023,23 April 2025,"(' P.O Box ', 'Doha, Qatar ')", +974-044-146655 , samamsec256@gmail.com ,True,,,,,,,,,,,,,,,,,,False
SARACEN UGANDA LTD,https://eemis.mglsd.go.ug/companies/SARACENUGANDALTD_6,Plot 245 Kansanga Gaba road,+256-759-200449,"30 Aug, 2023 - 29 Aug, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_1_1612951359.png,SARACEN UGANDA LTD,E23080018,30 August 2023,29 August 2025,"(' P.O Box 22693', 'Kampala, Uganda ')", +256-759-200449 , externaldocuments@saracen.co.ug ,True,Security Guard,./jobs?id=6630,Qatar,"30 Jan, 2025 - 29 Jan, 2030","Deadline : 14 Feb, 2025",USD 800,https://eemis.mglsd.go.ug/jobs?id=6630,Security Guard,SARACEN UGANDA LTD,Qatar,"Jan 30, 2025 - Jan 29, 2030 ",USD 800,Security,Un Armed Guards,Un Armed Guards						,"30 August, 2023",+256-759-200449,False
SAUDI HOUSE,https://eemis.mglsd.go.ug/companies/saudihouse_31822854,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+966-507-800911,"02 Sep, 2024 - 01 Sep, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2303_1723546338.jpeg,SAUDI HOUSE,SA24090001,02 September 2024,01 September 2026,"(' P.O Box ', 'Ash Sharqiyah (Eastern Pr, Saudi Arabia ')", +966-507-800911 , info@saudihouse-r.com ,True,,,,,,,,,,,,,,,,,,False
SAVIOURS INTERNATIONAL AGENCY LIMITED,https://eemis.mglsd.go.ug/companies/SAVIOURSINTERNATIONALAGENCYLIMITED_80736,Plot 2567,+256-781-157792,"23 Mar, 2023 - 22 Mar, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_116_1608473804.jpeg,SAVIOURS INTERNATIONAL AGENCY LIMITED,E23030004,23 March 2023,22 March 2025,"(' P.O Box 33534 Kampala', 'Uganda ')", +256-781-157792 , savioursinternational2017@gmail.com ,True,DOMESTIC WORKER,./jobs?id=4101,Saudi Arabia,"23 Aug, 2021 - 23 Aug, 2023","Deadline : 12 Sep, 2027",SAR 900,https://eemis.mglsd.go.ug/jobs?id=4101,DOMESTIC WORKER,SAVIOURS INTERNATIONAL AGENCY LIMITED,Saudi Arabia,"Aug 23, 2021 - Aug 23, 2023 ",SAR 900,Domestic Worker,Cleaning and dusting the house.,Cleaning and dusting the house.,"23 March, 2023",+256-781-157792,False
SEC GULF SECURITY SERVICES,https://eemis.mglsd.go.ug/companies/SECGULFSECURITYSERVICES_20049504,"SAHEEL TOWER 2, OFFICE NO.303-AL NAHDA 1-DUBAI",+971-564-658475,"01 Feb, 2023 - 01 Feb, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_1828_1668674118.jpg,SEC GULF SECURITY SERVICES,AE23020001,01 February 2023,01 February 2025,"(' P.O Box ', 'Dubayy, United Arab Emirates ')", +971-564-658475 , hr@applemanpower.com ,False,,,,,,,,,,,,,,,,,,False
SECURITY LINK LIMITED,https://eemis.mglsd.go.ug/companies/SECURITYLINKLIMITED_24576,"PLOT 537 MUTESA 1 ROAD,BULANGE",+256-759-985584,"10 Aug, 2023 - 09 Aug, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_64_1684932868.jpg,SECURITY LINK LIMITED,E23080003,10 August 2023,09 August 2025,"(' P.O Box 35484', 'Kampala, Uganda ')", +256-759-985584 , securitylinkug@gmail.com ,True,,,,,,,,,,,,,,,,,,False
SEMARABIA RECRUITMENT AND HR SOLUTIONS LTD,https://eemis.mglsd.go.ug/companies/SEMARABIARECRUITMENTANDHRSOLUTIONSLTD_4416984,MAKINDYE SSABAGABO NAZZIBA,+256-703-215000,"12 Oct, 2023 - 11 Oct, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_858_1689057832.jpeg,SEMARABIA RECRUITMENT AND HR SOLUTIONS LTD,E23100006,12 October 2023,11 October 2025,"(' P.O Box 108139', 'Wakiso, Uganda ')", +256-703-215000 , semaarabia326@gmail.com ,True,,,,,,,,,,,,,,,,,,False
SENAD RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/SenadRecruitmentOffice_32127576,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+966-533-350761,"21 Oct, 2024 - 21 Oct, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2314_1726311230.jpg,SENAD RECRUITMENT OFFICE,SA24100010,21 October 2024,21 October 2026,"(' P.O Box ', 'Makkah, Saudi Arabia ')", +966-533-350761 , senad.labor@gmail.com ,True,,,,,,,,,,,,,,,,,,False
SERENE RECRUITMENT LTD,https://eemis.mglsd.go.ug/companies/SERENERECRUITMENTLTD_4551846,"Mulungu Village Munyonyo,",+256-707-555004,"26 Jun, 2024 - 25 Jun, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_871_1646909164.jpeg,SERENE RECRUITMENT LTD,E24060020,26 June 2024,25 June 2026,"(' P.O Box 3673', 'Kampala, Uganda ')", +256-707-555004 , serenerecruitmentltd@gmail.com ,True,HOUSEMADE,./jobs?id=6657,Saudi Arabia,"29 Jan, 2025 - 29 Jan, 2027","Deadline : 22 Feb, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6657,HOUSEMADE,SERENE RECRUITMENT LTD,Saudi Arabia,"Jan 29, 2025 - Jan 29, 2027 ",SAR 900,Domestic Worker,Domestic worker must dusting cleaning all the house doing laundry and ironing helping with the kids,Domestic worker must dusting cleaning all the house doing laundry and ironing helping with the kids						,"26 June, 2024",+256-707-555004,False
SERENE RECRUITMENT LTD,https://eemis.mglsd.go.ug/companies/SERENERECRUITMENTLTD_4551846,"Mulungu Village Munyonyo,",+256-707-555004,"26 Jun, 2024 - 25 Jun, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_871_1646909164.jpeg,SERENE RECRUITMENT LTD,E24060020,26 June 2024,25 June 2026,"(' P.O Box 3673', 'Kampala, Uganda ')", +256-707-555004 , serenerecruitmentltd@gmail.com ,True,HOUSEMADE,./jobs?id=6657,Uganda,"Posted : 29 Jan, 2025","Deadline : 22 Feb, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6657,HOUSEMADE,SERENE RECRUITMENT LTD,Saudi Arabia,"Jan 29, 2025 - Jan 29, 2027 ",SAR 900,Domestic Worker,Domestic worker must dusting cleaning all the house doing laundry and ironing helping with the kids,Domestic worker must dusting cleaning all the house doing laundry and ironing helping with the kids						,"26 June, 2024",+256-707-555004,False
SERENE RECRUITMENT LTD,https://eemis.mglsd.go.ug/companies/SERENERECRUITMENTLTD_4551846,"Mulungu Village Munyonyo,",+256-707-555004,"26 Jun, 2024 - 25 Jun, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_871_1646909164.jpeg,SERENE RECRUITMENT LTD,E24060020,26 June 2024,25 June 2026,"(' P.O Box 3673', 'Kampala, Uganda ')", +256-707-555004 , serenerecruitmentltd@gmail.com ,True,HOUSEMAIDS,./jobs?id=6656,Saudi Arabia,"29 Jan, 2025 - 29 Jan, 2027","Deadline : 22 Feb, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6656,HOUSEMAIDS,SERENE RECRUITMENT LTD,Saudi Arabia,"Jan 29, 2025 - Jan 29, 2027 ",SAR 900,Domestic Worker,House maids needed in Saudi Arabia to work for a contract period of 2 years.,House maids needed in Saudi Arabia to work for a contract period of 2 years.						,"26 June, 2024",+256-707-555004,False
SERENE RECRUITMENT LTD,https://eemis.mglsd.go.ug/companies/SERENERECRUITMENTLTD_4551846,"Mulungu Village Munyonyo,",+256-707-555004,"26 Jun, 2024 - 25 Jun, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_871_1646909164.jpeg,SERENE RECRUITMENT LTD,E24060020,26 June 2024,25 June 2026,"(' P.O Box 3673', 'Kampala, Uganda ')", +256-707-555004 , serenerecruitmentltd@gmail.com ,True,HOUSEMAIDS,./jobs?id=6656,Uganda,"Posted : 29 Jan, 2025","Deadline : 22 Feb, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6656,HOUSEMAIDS,SERENE RECRUITMENT LTD,Saudi Arabia,"Jan 29, 2025 - Jan 29, 2027 ",SAR 900,Domestic Worker,House maids needed in Saudi Arabia to work for a contract period of 2 years.,House maids needed in Saudi Arabia to work for a contract period of 2 years.						,"26 June, 2024",+256-707-555004,False
SERVEU INTERNATIONAL RECRUITING AGENCY,https://eemis.mglsd.go.ug/companies/SERVEUINTERNATIONALRECRUITINGAGENCY_4056,WANDEGEYA,+256-757-052339,"18 Dec, 2024 - 17 Dec, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_26_1673437570.jpg,SERVEU INTERNATIONAL RECRUITING AGENCY,E24120019,18 December 2024,17 December 2026,"(' 31340 KAMPALA UGANDA', 'Kampala, Uganda ')", +256-757-052339 , serveuinternational80@gmail.com ,True,,,,,,,,,,,,,,,,,,False
SEVILLE PRODUCTS LLC BR,https://eemis.mglsd.go.ug/companies/SevilleProductsLLCBr_33022296,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+971-504-562216,"Dec 12, 2024 - Dec 12, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2346_1732007712.jpg,SEVILLE PRODUCTS LLC BR,AE24120013,12 December 2024,12 December 2026,"(' P.O Box ', 'Dubayy, United Arab Emirates ')", +971-504-562216 , nadkhan@iffco.com ,True,,,,,,,,,,,,,,,,,,False
SHADA NAJD RECRUIMENT OFFICE,https://eemis.mglsd.go.ug/companies/shadanajdrecruimentoffice_21138774,Murabaa district,+966-505-160005,"14 May, 2023 - 14 May, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_1877_1670952855.jpg,SHADA NAJD RECRUIMENT OFFICE,SA1032,14 May 2023,14 May 2025,"(' P.O Box ', 'Riyadh, Saudi Arabia ')", +966-505-160005 , shadanajd2040@gmail.com ,True,,,,,,,,,,,,,,,,,,False
SHAIYUM INTERNATIONAL LTD,https://eemis.mglsd.go.ug/companies/SHAIYUMINTERNATIONALLTD_16295424,+256-785-102957,+256-785-102957,"20 Jan, 2023 - 19 Jan, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_1648_1666063810.jpeg,SHAIYUM INTERNATIONAL LTD,E23010013,20 January 2023,19 January 2025,"(' P.O Box 105729', 'Kampala, Uganda ')", +256-785-102957 , shaiyuminternationalltd@gmail.com ,False,,,,,,,,,,,,,,,,,,False
SHANKAR TRADING COMPANY LLC,https://eemis.mglsd.go.ug/companies/SHANKARTRADINGCOMPANYLLC_33078624,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+971-555-015120,"Dec 09, 2024 - Dec 09, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2348_1732528284.png,SHANKAR TRADING COMPANY LLC,AE24120009,09 December 2024,09 December 2026,"(' P.O Box ', 'Dubayy, United Arab Emirates ')", +971-555-015120 , adronabirungi3@gmail.com ,True,,,,,,,,,,,,,,,,,,False
SHARJA LABOUR INTERNATIONAL LTD,https://eemis.mglsd.go.ug/companies/SHARJALABOURINTERNATIONALLTD_23026086,BWEYOGERERE  KITO ROAD,+256-773-466668,"14 Mar, 2024 - 13 Mar, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_1959_1702143812.jpg,SHARJA LABOUR INTERNATIONAL LTD,E24030003,14 March 2024,13 March 2026,"(' P.O.BOX 112908 KAMPALA, UGANDA', 'Wakiso, Uganda ')", +256-773-466668 , sharjalabour@gmail.com ,True,,,,,,,,,,,,,,,,,,False
SHUKRAN HABIB CONSULTANTS LTD,https://eemis.mglsd.go.ug/companies/SHUKRANHABIBCONSULTANTSLTD_185856,"LWEZA, ENTEBBE ROAD, OPPOSITE NWSC OFFICES",+256-702-000206,"25 Nov, 2024 - 24 Nov, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_176_1599640447.jpg,SHUKRAN HABIB CONSULTANTS LTD,E24110030,25 November 2024,24 November 2026,"(' P.O.BOX 146098, KAMPALA', 'Wakiso, Uganda ')", +256-702-000206 , shukranhabibconsultants@gmail.com ,True,HOUSEMAIDS,./jobs?id=5841,Saudi Arabia,"29 Jun, 2023 - 28 Jun, 2025","Deadline : 18 Jun, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=5841,HOUSEMAIDS,SHUKRAN HABIB CONSULTANTS LTD,Saudi Arabia,"Jun 29, 2023 - Jun 28, 2025 ",SAR 900,Domestic Worker,HOUSEMAIDS NEEDED,HOUSEMAIDS NEEDED,"25 November, 2024",+256-702-000206,False
SHUKRAN HABIB CONSULTANTS LTD,https://eemis.mglsd.go.ug/companies/SHUKRANHABIBCONSULTANTSLTD_185856,"LWEZA, ENTEBBE ROAD, OPPOSITE NWSC OFFICES",+256-702-000206,"25 Nov, 2024 - 24 Nov, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_176_1599640447.jpg,SHUKRAN HABIB CONSULTANTS LTD,E24110030,25 November 2024,24 November 2026,"(' P.O.BOX 146098, KAMPALA', 'Wakiso, Uganda ')", +256-702-000206 , shukranhabibconsultants@gmail.com ,True,House Maid,./jobs?id=6644,Saudi Arabia,"22 Jan, 2025 - 22 Jan, 2027","Deadline : 20 Feb, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6644,House Maid,SHUKRAN HABIB CONSULTANTS LTD,Saudi Arabia,"Jan 22, 2025 - Jan 22, 2027 ",SAR 900,Domestic Worker,Work as a domestic worker in Saudi Arabia,Work as a domestic worker in Saudi Arabia,"25 November, 2024",+256-702-000206,False
SHUKRAN HABIB CONSULTANTS LTD,https://eemis.mglsd.go.ug/companies/SHUKRANHABIBCONSULTANTSLTD_185856,"LWEZA, ENTEBBE ROAD, OPPOSITE NWSC OFFICES",+256-702-000206,"25 Nov, 2024 - 24 Nov, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_176_1599640447.jpg,SHUKRAN HABIB CONSULTANTS LTD,E24110030,25 November 2024,24 November 2026,"(' P.O.BOX 146098, KAMPALA', 'Wakiso, Uganda ')", +256-702-000206 , shukranhabibconsultants@gmail.com ,True,House Maid,./jobs?id=6644,Uganda,"Posted : 22 Jan, 2025","Deadline : 20 Feb, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6644,House Maid,SHUKRAN HABIB CONSULTANTS LTD,Saudi Arabia,"Jan 22, 2025 - Jan 22, 2027 ",SAR 900,Domestic Worker,Work as a domestic worker in Saudi Arabia,Work as a domestic worker in Saudi Arabia,"25 November, 2024",+256-702-000206,False
SHUKRAN HABIB CONSULTANTS LTD,https://eemis.mglsd.go.ug/companies/SHUKRANHABIBCONSULTANTSLTD_185856,"LWEZA, ENTEBBE ROAD, OPPOSITE NWSC OFFICES",+256-702-000206,"25 Nov, 2024 - 24 Nov, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_176_1599640447.jpg,SHUKRAN HABIB CONSULTANTS LTD,E24110030,25 November 2024,24 November 2026,"(' P.O.BOX 146098, KAMPALA', 'Wakiso, Uganda ')", +256-702-000206 , shukranhabibconsultants@gmail.com ,True,House Maid,./jobs?id=6724,Saudi Arabia,"11 Feb, 2025 - 11 Feb, 2027","Deadline : 31 Dec, 2026",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6724,House Maid,SHUKRAN HABIB CONSULTANTS LTD,Saudi Arabia,"Feb 11, 2025 - Feb 11, 2027 ",SAR 900,Domestic Worker,Work as a domestic worker in Saudi Arabia,Work as a domestic worker in Saudi Arabia,"25 November, 2024",+256-702-000206,True
SHUKRAN HABIB CONSULTANTS LTD,https://eemis.mglsd.go.ug/companies/SHUKRANHABIBCONSULTANTSLTD_185856,"LWEZA, ENTEBBE ROAD, OPPOSITE NWSC OFFICES",+256-702-000206,"25 Nov, 2024 - 24 Nov, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_176_1599640447.jpg,SHUKRAN HABIB CONSULTANTS LTD,E24110030,25 November 2024,24 November 2026,"(' P.O.BOX 146098, KAMPALA', 'Wakiso, Uganda ')", +256-702-000206 , shukranhabibconsultants@gmail.com ,True,House Maid,./jobs?id=6724,Uganda,"Posted : 11 Feb, 2025","Deadline : 31 Dec, 2026",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6724,House Maid,SHUKRAN HABIB CONSULTANTS LTD,Saudi Arabia,"Feb 11, 2025 - Feb 11, 2027 ",SAR 900,Domestic Worker,Work as a domestic worker in Saudi Arabia,Work as a domestic worker in Saudi Arabia,"25 November, 2024",+256-702-000206,False
SIBANGA CONSULTS LIMITED,https://eemis.mglsd.go.ug/companies/SIBANGACONSULTSLIMITED_1464216,14600 KAMPALA,+256-780-953978,"28 Feb, 2024 - 27 Feb, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_494_1702388337.jpg,SIBANGA CONSULTS LIMITED,E24020023,28 February 2024,27 February 2026,"(' 112684  KAMPALA', 'Wakiso, Uganda ')", +256-780-953978 , sibangaconsults82@gmail.com ,True,,,,,,,,,,,,,,,,,,False
SIDQ RECRUITMENT COMPANY,https://eemis.mglsd.go.ug/companies/SIDQRECRUITMENTCOMPANY_20668416,KING ABDU AL AZIZ ROAD,+966-545-557605,"15 Jul, 2023 - 15 Jul, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_1856_1667991716.jpg,SIDQ RECRUITMENT COMPANY,SA1042,15 July 2023,15 July 2025,"(' P.O Box ', 'Riyadh, Saudi Arabia ')", +966-545-557605 , REC@SIDQ.SA ,True,,,,,,,,,,,,,,,,,,False
SKYNET CONSULTANTS INTERNATIONAL LIMITED,https://eemis.mglsd.go.ug/companies/SKYNETCONSULTANTSINTERNATIONALLIMITED_384054,"41 Nkrumah Rd, Kampala, Uganda",+256-702-469517,"20 Sep, 2023 - 19 Sep, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_253_1692009733.jpg,SKYNET CONSULTANTS INTERNATIONAL LIMITED,E23090013,20 September 2023,19 September 2025,"(' P.O BOX 26465, KAMPALA', 'Kampala, Uganda ')", +256-702-469517 , skynetconsultug@gmail.com ,True,,,,,,,,,,,,,,,,,,False
SKYZ LIMITED,https://eemis.mglsd.go.ug/companies/SKYZLIMITED_974454,"NTINDA, MARTYRS GARDEN ROAD A,  NEAR UNEB",+256773449691,"29 Apr, 2024 - 28 Apr, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_403_1646137929.jpeg,SKYZ LIMITED,E24040013,29 April 2024,28 April 2026,"(' P.O.BOX 6705 KAMPALA UGANDA', 'Kampala, Uganda ')", +256773449691 , Skyzltd1@gmail.com ,True,,,,,,,,,,,,,,,,,,False
SMART ARROWS RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/SmartArrowsRecruitmentOffice_20579424,SAEED BIN ZAYD,+966-538-950873,"21 Sep, 2023 - 21 Sep, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_1852_1695036078.jpg,SMART ARROWS RECRUITMENT OFFICE,SA23090014,21 September 2023,21 September 2025,"(' P.O Box ', 'Riyadh, Saudi Arabia ')", +966-538-950873 , mubarak@bcgroup-sa.com ,True,,,,,,,,,,,,,,,,,,False
SMILE JOBS CONSULTANTS LTD,https://eemis.mglsd.go.ug/companies/SMILEJOBSCONSULTANTSLTD_4304454,BUSEGA,+256782868614,"29 Apr, 2024 - 28 Apr, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_847_1648120952.jpeg,SMILE JOBS CONSULTANTS LTD,E24040020,29 April 2024,28 April 2026,"(' P.O.BOX 104841 KAMPALA UGANDA', 'Kampala, Uganda ')", +256782868614 , smilejobsconsultants@gmail.com ,True,,,,,,,,,,,,,,,,,,False
"SOC, LLC",https://eemis.mglsd.go.ug/companies/SOCLLC_27349350,"WXRR+VQ Lusail West, Qatar",+___-___-______,"17 Oct, 2024 - 17 Oct, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2135_1700072661.jpg,"SOC, LLC",QA24100006,17 October 2024,17 October 2026,"(' P.O Box ', 'Doha, Qatar ')", +___-___-______ , WPSDohaALSS@soc-usa.com ,True,,,,,,,,,,,,,,,,,,False
SOVRAN RECRUITMENT AGENCY LIMITED,https://eemis.mglsd.go.ug/companies/SOVRANRECRUITMENTAGENCYLIMITED_5200566,71481 KAMPALA,+256-200-919335,"08 Aug, 2024 - 07 Aug, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_931_1651002557.png,SOVRAN RECRUITMENT AGENCY LIMITED,E24080007,08 August 2024,07 August 2026,"(' 71481 CLOCK TOWER KAMPALA', 'Kampala, Uganda ')", +256-200-919335 , eliotainomugisha@yahoo.co.uk ,True,,,,,,,,,,,,,,,,,,False
