company_name,company_link,company_location_companiespage,company_phone,company_calendar,logo_link,company_name_copg,Licence No :,Start Date :,Expiry Date :,Address :,Phone :,Email :
GOLDEN STAR RECRUITMENT AGENCIES LIMITED,https://eemis.mglsd.go.ug/companies/GOLDENSTARRECRUITMENTAGENCIESLIMITED_339864,KAWEMPE DIVISION,+256-703-486704,"12 May, 2025 - 11 May, 2027",https://eemis.mglsd.go.ug/assets/images/brands/comp_238_1740157595.jpeg,GOLDEN STAR RECRUITMENT AGENCIES LIMITED,E25050003,12 May 2025,11 May 2027,"(' P.O Box 22740', 'Kampala, Uganda ')", +256-703-486704 , goldenrecruitmentagencies@gmail.com 
HAYS RECRUITMENT EXPERTS LIMITED,https://eemis.mglsd.go.ug/companies/HAYSRECRUITMENTEXPERTSLIMITED_337014,LUBOWA,+256-708-881888,"04 Jul, 2025 - 03 Jul, 2027",https://eemis.mglsd.go.ug/assets/images/brands/comp_237_1677076167.jpg,HAYS RECRUITMENT EXPERTS LIMITED,E25070002,04 July 2025,03 July 2027,"(' PO BOX 1544, KAMPALA', 'Wakiso, Uganda ')", +256-708-881888 , haysuganda@gmail.com 
GULF LINK INTERNATIONAL,https://eemis.mglsd.go.ug/companies/GULFLINKINTERNATIONAL_298374,"PLOT 1442, HERITAGE ROAD",+256-759-372297,"13 Sep, 2024 - 12 Sep, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_223_1723017697.jpg,GULF LINK INTERNATIONAL,E24090020,13 September 2024,12 September 2026,"(' P.O.BOX 100654', 'Kampala, Uganda ')", +256-759-372297 , info@gulflinkint.com 
ALMARED AGENCY FOR RECRUITMENT AND CONSULTANCY LIMITED,https://eemis.mglsd.go.ug/companies/ALMAREDAGENCYFORRECRUITMENTANDCONSULTANCYLIMITED_282534,"KIBUGA BLOCK 25, LUBYA ZONE",+256-701-838773,"07 Aug, 2025 - 06 Aug, 2027",https://eemis.mglsd.go.ug/assets/images/brands/comp_217_1748419436.jpg,ALMARED AGENCY FOR RECRUITMENT AND CONSULTANCY LIMITED,E25080007,07 August 2025,06 August 2027,"(' P.O BOX 2889,KAMPALA', 'Kampala, Uganda ')", +256-701-838773 , almareduganda@gmail.com 
HIGH GROUND INTERNATIONAL LTD,https://eemis.mglsd.go.ug/companies/HIGHGROUNDINTERNATIONALLTD_279936,"PLOT 475, MASEMBE CLOSE, KISOTA ZONE",+256-700-480631,"18 Dec, 2024 - 17 Dec, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_216_1661800607.png,HIGH GROUND INTERNATIONAL LTD,E24120018,18 December 2024,17 December 2026,"(' P.O Box 692', 'Kampala, Uganda ')", +256-700-480631 , highgroundintl@gmail.com 
DERM LOGISTICS UG LTD,https://eemis.mglsd.go.ug/companies/DERMLOGISTICSUGLTD_269664,"GGABA ROAD, KANSANGA",+256-772-403006,"17 May, 2024 - 16 May, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_212_1569921609.jpg,DERM LOGISTICS UG LTD,E24050012,17 May 2024,16 May 2026,"(' p.o box 71863', 'Kampala, Uganda ')", +256-772-403006 , dermlogistics.ltd@gmail.com 
HARCHAR INTERNATIONAL LABOUR AGENCY LIMITED,https://eemis.mglsd.go.ug/companies/HARCHARINTERNATIONALLABOURAGENCYLIMITED_264600,Harchar International Labour Agency Limited,+256-394-812722,"21 Sep, 2025 - 20 Sep, 2027",https://eemis.mglsd.go.ug/assets/images/brands/comp_210_1604404682.png,HARCHAR INTERNATIONAL LABOUR AGENCY LIMITED,E25090014,21 September 2025,20 September 2027,"(' P.O BOX 130413 Kampala', 'Kampala, Uganda ')", +256-394-812722 , info@harcharintagancies.com 
SPIN LABOUR CONSULTANTS LIMITED,https://eemis.mglsd.go.ug/companies/SPINLABOURCONSULTANTSLIMITED_252150,"PLOT 1098, OFF KABAKA ANJAGALA ROAD",+256-702-222288,"18 Nov, 2024 - 17 Nov, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_205_1583251032.jpg,SPIN LABOUR CONSULTANTS LIMITED,E24110015,18 November 2024,17 November 2026,"(' P.O Box 37226', 'Kampala, Uganda ')", +256-702-222288 , spinconsults@gmail.com 
NOA GROUP OF COMPANIES LIMITED,https://eemis.mglsd.go.ug/companies/NOAGROUPOFCOMPANIESLIMITED_218886,KISAASI DDUNGU ZONE,+256-782-120964,"19 Jun, 2024 - 18 Jun, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_191_1647951997.jpg,NOA GROUP OF COMPANIES LIMITED,E24060011,19 June 2024,18 June 2026,"(' P.O Box 26078', 'Kampala, Uganda ')", +256-782-120964 , noagroupofcompanies@gmail.com 
HBM RECRUITMENT AGENCY UGANDA LIMITED,https://eemis.mglsd.go.ug/companies/HBMRECRUITMENTAGENCYUGANDALIMITED_214326,"RUBAGA, KAWEESA ROAD NEAR RUBAGA HOSPITAL",+256-700-941661,"28 Feb, 2024 - 27 Feb, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_189_1636960620.jpg,HBM RECRUITMENT AGENCY UGANDA LIMITED,E24020021,28 February 2024,27 February 2026,"(' P.O.BOX 124758, KAMPLA, UGANDA', 'Kampala, Uganda ')", +256-700-941661 , Hbmrecruitment.2018@gmail.com 
STREPA INTERNATIONAL SERVICES LIMITED,https://eemis.mglsd.go.ug/companies/STREPAINTERNATIONALSERVICESLIMITED_212064,RUBAGA,+256-772-520685,"06 Nov, 2025 - 05 Nov, 2027",https://eemis.mglsd.go.ug/assets/images/brands/comp_188_1680850906.jpg,STREPA INTERNATIONAL SERVICES LIMITED,E25110004,06 November 2025,05 November 2027,"(' P.O BOX 10397, KAMPALA UGANDA', 'Kampala, Uganda ')", +256-772-520685 , strepainternationalugandaltd@yahoo.com 
AFRICAN MANPOWER CONSULT LIMITED,https://eemis.mglsd.go.ug/companies/AFRICANMANPOWERCONSULTLIMITED_205350,Old Kampala Sir Apollo Kagwa Road,+256-701-786710,"31 May, 2024 - 30 May, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_185_1551878668.jpg,AFRICAN MANPOWER CONSULT LIMITED,E24050036,31 May 2024,30 May 2026,"(' 35199 KAMPALA', 'Kampala, Uganda ')", +256-701-786710 , africanmanpower256@gmail.com 
BM FOREX WORKERS LTD,https://eemis.mglsd.go.ug/companies/BMFOREXWORKERSLTD_190104,"KIBIRANGO CLOSE, [ off RUBAGA ROAD / off KABUSU ROAD, RUBAGA DIVISION KAMPALA",+256-702-742643,"14 Oct, 2024 - 13 Oct, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_178_1650895165.jpg,BM FOREX WORKERS LTD,E24100005,14 October 2024,13 October 2026,"(' 22139, KAMPALA', 'Kampala, Uganda ')", +256-702-742643 , bintumpagi2@gmail.com 
SHUKRAN HABIB CONSULTANTS LTD,https://eemis.mglsd.go.ug/companies/SHUKRANHABIBCONSULTANTSLTD_185856,"LWEZA, ENTEBBE ROAD, OPPOSITE NWSC OFFICES",+256-702-000206,"25 Nov, 2024 - 24 Nov, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_176_1599640447.jpg,SHUKRAN HABIB CONSULTANTS LTD,E24110030,25 November 2024,24 November 2026,"(' P.O.BOX 146098, KAMPALA', 'Wakiso, Uganda ')", +256-702-000206 , shukranhabibconsultants@gmail.com 
PROSPECTS INTERNATIONAL LTD,https://eemis.mglsd.go.ug/companies/ProspectsInternationalLtd_183750,"PLOT 448, BLOCK 26, Sentema Road - Mengo",+256-414-699258,"04 Jul, 2025 - 03 Jul, 2027",https://eemis.mglsd.go.ug/assets/images/brands/comp_175_1678100839.jpg,PROSPECTS INTERNATIONAL LTD,E25070003,04 July 2025,03 July 2027,"(' P.O.BOX 35227', 'Kampala, Uganda ')", +256-414-699258 , prospectsinternationalltd@gmail.com 
JERICHO INTERNATIONAL UGANDA SMC LIMITED,https://eemis.mglsd.go.ug/companies/JERICHOINTERNATIONALUGANDASMCLIMITED_169344,WONDERLAND LANE,+256-392-178652,"02 Jun, 2025 - 01 Jun, 2027",https://eemis.mglsd.go.ug/assets/images/brands/comp_168_1670339249.jpg,JERICHO INTERNATIONAL UGANDA SMC LIMITED,E25060001,02 June 2025,01 June 2027,"(' 178602 KAMPALA', 'Wakiso, Uganda ')", +256-392-178652 , info@jerichoitl.com 
ENJAAZI LIMITED,https://eemis.mglsd.go.ug/companies/EnjaaziLimited_167334,"Plot 2, Fr Seryazi Nicholas Close, Makindye",+256-707-681801,"06 Dec, 2024 - 05 Dec, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_167_1595260785.jpg,ENJAAZI LIMITED,E24120004,06 December 2024,05 December 2026,"(' P.O Box 5328', 'Kampala, Uganda ')", +256-707-681801 , ashekitandwe153@gmail.com 
PROVIO INTERNATIONAL LTD,https://eemis.mglsd.go.ug/companies/PROVIOINTERNATIONALLTD_165336,"Northern Bypass, Kampala, Uganda",+256-701-485708,"12 May, 2025 - 11 May, 2027",,,,,,,,
ATLAS IMPEX LTD,https://eemis.mglsd.go.ug/companies/ATLASIMPEXLTD_147894,"PLOT 111, MARTYRS WAY",+256-707-013013,"25 Mar, 2025 - 24 Mar, 2027",https://eemis.mglsd.go.ug/assets/images/brands/comp_157_1669632226.jpg,ATLAS IMPEX LTD,E25030009,25 March 2025,24 March 2027,"(' P.O.BOX 6624, KAMPALA', 'Kampala, Uganda ')", +256-707-013013/256-707-013013 , atlasimpexltd@gmail.com 
RS RECRUITMENT SERVICES LIMITED,https://eemis.mglsd.go.ug/companies/RSRECRUITMENTSERVICESLIMITED_144150,LUMUMBA AVENUE,+256-783-303333,"11 Feb, 2025 - 10 Feb, 2027",https://eemis.mglsd.go.ug/assets/images/brands/comp_155_1674816344.jpg,RS RECRUITMENT SERVICES LIMITED,E25020001,11 February 2025,10 February 2027,"(' P.O. BOX 29662, KAMPALA', 'Kampala, Uganda ')", +256-783-303333 , rsrecruitment24@gmail.com 
DREAM CONNECT LIMITED,https://eemis.mglsd.go.ug/companies/DREAMCONNECTLIMITED_133206,"PLOT 4283, KIBAZO ROAD KIBULI",+256-702-281775,"23 Aug, 2024 - 22 Aug, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_149_1656591004.jpg,DREAM CONNECT LIMITED,E24080032,23 August 2024,22 August 2026,"(' P.O BOX 5279 KAMPALA', 'Kampala, Uganda ')", +256-702-281775 , dreamconnect256@gmail.com 
ALKAREB LIMITED,https://eemis.mglsd.go.ug/companies/ALKAREBLIMITED_131424,"PLOT 2 KASALINA ESTATE, MENGO, KAMPALA",+256-759-477735,"21 Oct, 2025 - 20 Oct, 2027",https://eemis.mglsd.go.ug/assets/images/brands/comp_148_1690531675.jpeg,ALKAREB LIMITED,E25100008,21 October 2025,20 October 2027,"(' P.O.BOX 124400, KAMPALA, UGANDA', 'Kampala, Uganda ')", +256-759-477735 , alkareblimited@gmail.com 
TAIBA MAN POWER AGENCY LTD,https://eemis.mglsd.go.ug/companies/TAIBAMANPOWERAGENCYLTD_129654,Block 1 Plot 541 WAKALIGA ROAD,+256-772-892549,"02 Jul, 2024 - 01 Jul, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_147_1646629015.png,TAIBA MAN POWER AGENCY LTD,E24070004,02 July 2024,01 July 2026,"(' P.O Box ', 'Kampala, Uganda ')", +256-772-892549 , taiba.uga@gmail.com 
KAZI MASTERS LTD,https://eemis.mglsd.go.ug/companies/KAZIMASTERSLTD_122694,MAKERERE KIKONI NEXT TO GRAND GLOBAL HOTEL,+256-701-133334,"18 Feb, 2025 - 17 Feb, 2027",https://eemis.mglsd.go.ug/assets/images/brands/comp_143_1602077087.jpg,KAZI MASTERS LTD,E25020008,18 February 2025,17 February 2027,"(' P.O BOX 8467, KAMPALA', 'Kampala, Uganda ')", +256-701-133334 , kazimasters@gmail.com 
TOP NOTCH RECRUITMENT SERVICES UGANDA LIMITED,https://eemis.mglsd.go.ug/companies/TOPNOTCHRECRUITMENTSERVICESUGANDALIMITED_107736,SEKABAKA ROAD WAKALIGA,+256-200-904091,"31 May, 2024 - 30 May, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_134_1644411891.jpg,TOP NOTCH RECRUITMENT SERVICES UGANDA LIMITED,E24050029,31 May 2024,30 May 2026,"(' P.O Box ', 'Kampala, Uganda ')", +256-200-904091 , topnotchrecruitmentservices@gmail.com 
KAMWE RECRUITMENT AGENCY LTD,https://eemis.mglsd.go.ug/companies/KAMWERECRUITMENTAGENCYLTD_99846,"NAKAWA DIVISION, PLOT 518 BUKOTO FROBEL ROAD",+256-772-482710,"07 Aug, 2025 - 06 Aug, 2027",https://eemis.mglsd.go.ug/assets/images/brands/comp_129_1614940025.jpeg,KAMWE RECRUITMENT AGENCY LTD,E25080009,07 August 2025,06 August 2027,"(' P.O.BOX 800670', 'Kampala, Uganda ')", +256-772-482710 , kamwerecruitment@gmail.com 
MACRO MANPOWER LIMITED,https://eemis.mglsd.go.ug/companies/MACROMANPOWERLIMITED_93750,"Chorley Crescent, Kampala, Uganda",+256-741-655555,"06 Dec, 2024 - 05 Dec, 2026",https://eemis.mglsd.go.ug/assets/images/brands/logo_1251585824804185.jpg,MACRO MANPOWER LIMITED,E24120003,06 December 2024,05 December 2026,"(' P.O BOX 40231, KAMPALA', 'Kampala, Uganda ')", +256-741-655555 , mmanpower@gmail.com 
VERDANT PASTURES AGENCY U LTD ....,https://eemis.mglsd.go.ug/companies/VERDANTPASTURESAGENCYULTD_86400,PLOT 595 KIBUGA BLOCK 8 RUBAGA KAKEEKA.,+256-782-885756,"07 Sep, 2025 - 06 Sep, 2027",https://eemis.mglsd.go.ug/assets/images/brands/comp_120_1625670113.jpg,VERDANT PASTURES AGENCY U LTD ....,E25090004,07 September 2025,06 September 2027,"(' PO.BOX 121526 KAMPALA', 'Kampala, Uganda ')", +256-782-885756 , josephmwesigwa121@gmail.com 
ALSALAM LOGISTICS & CONSULTANCY LIMITED,https://eemis.mglsd.go.ug/companies/ALSALAMLOGISTICSCONSULTANCYLIMITED_77976,"PLOT 023,DR SEMBEGUYA ROAD, KAWEMPE",+256-786-421148,"25 Mar, 2025 - 24 Mar, 2027",https://eemis.mglsd.go.ug/assets/images/brands/comp_114_1594808285.jpg,ALSALAM LOGISTICS & CONSULTANCY LIMITED,E25030012,25 March 2025,24 March 2027,"(' P.O Box 142149', 'Kampala, Uganda ')", +256-786-421148 , alsalamconsultancy14@gmail.com 
HEBRA INTERNATIONAL LIMITED,https://eemis.mglsd.go.ug/companies/HEBRAINTERNATIONALLIMITED_71286,BEHIND KENJOY SUPERMARKET,+256-783-325767,"22 May, 2024 - 21 May, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_109_1712643445.jpeg,HEBRA INTERNATIONAL LIMITED,E24050017,22 May 2024,21 May 2026,"(' P.O Box 28759', 'Kampala, Uganda ')", +256-783-325767 , hebrainternational2000@gmail.com 
JARO HOLDINGS INTERNATIONAL LIMITED,https://eemis.mglsd.go.ug/companies/JAROHOLDINGSINTERNATIONALLIMITED_66150,NTINDA - KAMPALA,+256-782-123123,"25 Jun, 2025 - 24 Jun, 2027",https://eemis.mglsd.go.ug/assets/images/brands/comp_105_1681191889.jpeg,JARO HOLDINGS INTERNATIONAL LIMITED,E25060010,25 June 2025,24 June 2027,"(' P.O.Box 73689 Kampala', 'Kampala, Uganda ')", +256-782-123123 , jarosint@gmail.com 
MARPHIE INTERNATIONAL RECRUITMENT AGENCY LIMITED,https://eemis.mglsd.go.ug/companies/MARPHIEINTERNATIONALRECRUITMENTAGENCYLIMITED_62424,"PLOT 22 KIGOOWA ROAD, NTINDA",+256-772-647799,"08 Aug, 2024 - 07 Aug, 2026",https://eemis.mglsd.go.ug/assets/images/brands/logo_1021632214202161.jpg,MARPHIE INTERNATIONAL RECRUITMENT AGENCY LIMITED,E24080012,08 August 2024,07 August 2026,"(' P.O BOX 1437', 'Kampala, Uganda ')", +256-772-647799 , marphieintra@gmail.com 
LABOUR FRONTIERS INTERNATIONAL LIMITED,https://eemis.mglsd.go.ug/companies/LABOURFRONTIERSINTERNATIONALLIMITED_60000,"MUGWANYA ROAD, PLOT 640, RUBAGA",+256-758-191640,"23 Aug, 2024 - 22 Aug, 2026",https://eemis.mglsd.go.ug/assets/images/brands/logo_1001596791112159.jpg,LABOUR FRONTIERS INTERNATIONAL LIMITED,E24080039,23 August 2024,22 August 2026,"(' 74840 KAMPALA', 'Kampala, Uganda ')", +256-758-191640 , labourfrontiers2017@gmail.com 
ROKAS RECRUITMENT SERVICES LTD,https://eemis.mglsd.go.ug/companies/ROKASRECRUITMENTSERVICESLTD_58806,MAKINDYE LUKULI ROAD,+256-785-948377,"24 Feb, 2025 - 23 Feb, 2027",https://eemis.mglsd.go.ug/assets/images/brands/comp_99_1658253071.jpg,ROKAS RECRUITMENT SERVICES LTD,E25020010,24 February 2025,23 February 2027,"(' P.O BOX 27878, KAMPALA', 'Kampala, Uganda ')", +256-785-948377 , rokasrecruitmentservices@gmail.com 
TUSANO COMBINED UGANDA LIMITED,https://eemis.mglsd.go.ug/companies/TUSANOCOMBINEDUGANDALIMITED_56454,ACCESS BUILDING RUBAGA ROAD,+256-705-757401,"25 Jun, 2025 - 24 Jun, 2027",https://eemis.mglsd.go.ug/assets/images/brands/comp_97_1678887352.jpg,TUSANO COMBINED UGANDA LIMITED,E25060008,25 June 2025,24 June 2027,"(' P.O.BOX 10417, KAMPALA UGANDA', 'Kampala, Uganda ')", +256-705-757401 , info.tusanouganda@gmail.com 
RIDAR UGANDA LIMITED,https://eemis.mglsd.go.ug/companies/RidarUgandaLimited_49686,Namugongo Division,+256-701-415961,"11 Feb, 2025 - 10 Feb, 2027",https://eemis.mglsd.go.ug/assets/images/brands/comp_91_1647525369.jpg,RIDAR UGANDA LIMITED,E25020005,11 February 2025,10 February 2027,"(' P.O BOX 7627', 'Wakiso, Uganda ')", +256-701-415961 , ridaruganda@gmail.com 
SWIFT INTERNATIONAL RECRUITERS LIMITED,https://eemis.mglsd.go.ug/companies/SWIFTINTERNATIONALRECRUITERSLIMITED_42336,LUNGUJJA SSEKABAKA KINTU ROAD,+256-392-174783,"31 May, 2024 - 30 May, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_84_1643699520.jpeg,SWIFT INTERNATIONAL RECRUITERS LIMITED,E24050030,31 May 2024,30 May 2026,"(' P.O Box 6521', 'Kampala, Uganda ')", +256-392-174783 , swiftinternationalrecruiters@gmail.com 
JERUSALEM RECRUITMENT AGENCY LTD,https://eemis.mglsd.go.ug/companies/JerusalemRecruitmentAgencyLtd_40344,"Plot 1444, Kinawataka Road, Kireka, Kiira Municipality, Wakiso District",+256-393-239190,"03 Aug, 2025 - 02 Aug, 2027",https://eemis.mglsd.go.ug/assets/images/brands/comp_82_1684845571.jpg,JERUSALEM RECRUITMENT AGENCY LTD,E25080001,03 August 2025,02 August 2027,"(' P.O BOX 4171, KAMPALA', 'Wakiso, Uganda ')", +256-393-239190 , jerusalemagencyltd@gmail.com 
EXPLORER DUBAI LTD,https://eemis.mglsd.go.ug/companies/EXPLORERDUBAILTD_35574,"Plot 3782, Kyaliwajala, Namugongo",+256-704-022400,"25 Mar, 2025 - 24 Mar, 2027",https://eemis.mglsd.go.ug/assets/images/brands/comp_77_1674034099.jpg,EXPLORER DUBAI LTD,E25030015,25 March 2025,24 March 2027,"(' P.O Box 35551, Kampala Uganda', 'Wakiso, Uganda ')", +256-704-022400 , explorerdubai26@gmail.com 
FRESH MIND INTERNATIONAL LTD,https://eemis.mglsd.go.ug/companies/FRESHMINDINTERNATIONALLTD_29400,"Mackay Road, Mengo, behind Sir Apollo Kaggwa Primary School",+256-783-183252,"22 May, 2024 - 21 May, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_70_1711092543.jpg,FRESH MIND INTERNATIONAL LTD,E24050019,22 May 2024,21 May 2026,"(' 107004, KAMPALA UGANDA', 'Kampala, Uganda ')", +256-783-183252 , freshmindsintl.official@gmail.com 
EZVISA KAMPALA,https://eemis.mglsd.go.ug/companies/EZVISAKAMPALA_26934,"Plot 1-3 Fumu Close, Wampewo Avenue, Kololo",+256-752-603995,"12 Jan, 2024 - 11 Jan, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_67_1701770445.jpg,EZVISA KAMPALA,E24010010,12 January 2024,11 January 2026,"(' P.O Box 21466', 'Kampala, Uganda ')", +256-752-603995 , winn.banura@gmail.com 
SECURITY LINK LIMITED,https://eemis.mglsd.go.ug/companies/SECURITYLINKLIMITED_24576,"PLOT 537 MUTESA 1 ROAD,BULANGE",+256-759-985584,"07 Aug, 2025 - 06 Aug, 2027",https://eemis.mglsd.go.ug/assets/images/brands/comp_64_1684932868.jpg,SECURITY LINK LIMITED,E25080008,07 August 2025,06 August 2027,"(' P.O Box 35484', 'Kampala, Uganda ')", +256-759-985584 , securitylinkug@gmail.com 
INTERNATIONAL EMPLOYMENT LINKAGES (U) LTD,https://eemis.mglsd.go.ug/companies/INTERNATIONALEMPLOYMENTLINKAGESULTD_21600,"Nakasero Rd, Kampala, Uganda",+256-414-581258,"28 Feb, 2024 - 27 Feb, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_60_1704984673.jpg,INTERNATIONAL EMPLOYMENT LINKAGES (U) LTD,E24020016,28 February 2024,27 February 2026,"(' P.O. BOX 33826, KAMPALA', 'Kampala, Uganda ')", +256-414-581258 , inter.linkages@gmail.com 
ELFIRSAN GROUP LIMITED,https://eemis.mglsd.go.ug/companies/ELFIRSANGROUPLIMITED_20886,"PLOT 5, LUTHULI DRIVE",+256-393-215483,"31 May, 2024 - 30 May, 2026",https://eemis.mglsd.go.ug/assets/images/brands/logo_591574099590110.jpg,ELFIRSAN GROUP LIMITED,E24050027,31 May 2024,30 May 2026,"(' P.O Box 29805', 'Kampala, Uganda ')", +256-393-215483 , elfirsangroup@gmail.com 
AMAZING GRACE LABOUR SERVICES LTD,https://eemis.mglsd.go.ug/companies/AMAZINGGRACELABOURSERVICESLTD_19494,KASI CLOSE OFF NABE ROAD,+256-393-228462,"28 Feb, 2024 - 27 Feb, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_57_1704803656.png,AMAZING GRACE LABOUR SERVICES LTD,E24020017,28 February 2024,27 February 2026,"(' P.O Box 5198', 'Wakiso, Uganda ')", +256-393-228462 , info@amazingglsl.com 
DOXA CONNECTIONS LIMITED,https://eemis.mglsd.go.ug/companies/DOXACONNECTIONSLIMITED_18816,"CECILLIA ROAD,MUTUNGO ZONE ZONE II",+256-778-906540,"23 Aug, 2024 - 22 Aug, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_56_1717159603.jpg,DOXA CONNECTIONS LIMITED,E24080037,23 August 2024,22 August 2026,"(' 39505 Kampala , Uganda', 'Kampala, Uganda ')", +256-778-906540 , vitabwpa@gmail.com 
ELITE WINNERS AGENCIES LIMITED,https://eemis.mglsd.go.ug/companies/ELITEWINNERSAGENCIESLIMITED_15606,"Sendaula Road, Kawempe Kilokole",+256-701-741383,"25 Jun, 2025 - 24 Jun, 2027",https://eemis.mglsd.go.ug/assets/images/brands/comp_51_1680179211.jpeg,ELITE WINNERS AGENCIES LIMITED,E25060012,25 June 2025,24 June 2027,"(' 121385 Kampala', 'Kampala, Uganda ')", +256-701-741383 , elitewinnersag@gmail.com 
JABEZ CONSULTANTS LIMITED,https://eemis.mglsd.go.ug/companies/JABEZCONSULTANTSLIMITED_15000,Kampala,+256-772-389100,"08 Aug, 2024 - 07 Aug, 2026",,,,,,,,
GREENER PASTURES OVERSEAS CONSULTANTS LIMITED,https://eemis.mglsd.go.ug/companies/GREENERPASTURESOVERSEASCONSULTANTSLIMITED_12696,"KANSANGA, Kampala, Uganda",+256-392-003444,"14 Mar, 2024 - 13 Mar, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_46_1566287786.jpg,GREENER PASTURES OVERSEAS CONSULTANTS LIMITED,E24030004,14 March 2024,13 March 2026,"(' 109 KAMPALA', 'Kampala, Uganda ')", +256-392-003444 , greenerpasturesoverseas@gmail.com 
RANGERS SECURITY LTD,https://eemis.mglsd.go.ug/companies/RANGERSSECURITYLTD_12150,"SSENNYONDO CL, MUYENGA ROAD KABALAGALA, Kampala, Uganda",+256-772-427460,"18 Nov, 2024 - 17 Nov, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_45_1660557822.png,RANGERS SECURITY LTD,E24110022,18 November 2024,17 November 2026,"(' 131348 KAMPALA', 'Kampala, Uganda ')", +256-772-427460 , rangers.ug@gmail.com 
KHALEEJ AGENCIES LIMITED,https://eemis.mglsd.go.ug/companies/KHALEEJAGENCIESLIMITED_11616,"Block 5218, Plot 265",+256-781-044760,"26 Jul, 2025 - 25 Jul, 2027",https://eemis.mglsd.go.ug/assets/images/brands/comp_44_1577183685.jpg,KHALEEJ AGENCIES LIMITED,E25070020,26 July 2025,25 July 2027,"(' P.O Box 980422', 'Wakiso, Uganda ')", +256-781-044760 , khaleejagencies@gmail.com 
ALASKER INTERNATIONAL LIMITED,https://eemis.mglsd.go.ug/companies/ALASKERINTERNATIONALLIMITED_10086,"Kabusu Road, off Rubaga Road",+256-703-440000,"04 Nov, 2024 - 03 Nov, 2026",https://eemis.mglsd.go.ug/assets/images/brands/logo_41158340068789.jpg,ALASKER INTERNATIONAL LIMITED,E24110005,04 November 2024,03 November 2026,"(' P.O Box ', 'Kampala, Uganda ')", +256-703-440000 , 2014alaskerint@gmail.com 
ADVON SERVICES UGANDA LIMITED,https://eemis.mglsd.go.ug/companies/ADVONSERVICESUGANDALIMITED_8664,KIKUMBI,+256-701-122157,"30 Apr, 2025 - 29 Apr, 2027",https://eemis.mglsd.go.ug/assets/images/brands/comp_38_1590061001.jpeg,ADVON SERVICES UGANDA LIMITED,E25040008,30 April 2025,29 April 2027,"(' P.O BOX 11423, KAMPALA', 'Wakiso, Uganda ')", +256-701-122157 , ceo@advonservicesuganda.com 
MOBILE LABOUR INTERNATIONAL LIMITED,https://eemis.mglsd.go.ug/companies/MOBILELABOURINTERNATIONALLIMITED_8214,"UNIK HOUSE, KIREKA - NAMUGONGO RD",+256-758-328887,"06 Nov, 2025 - 05 Nov, 2027",https://eemis.mglsd.go.ug/assets/images/brands/comp_37_1756884509.jpg,MOBILE LABOUR INTERNATIONAL LIMITED,E25110006,06 November 2025,05 November 2027,"(' P.O Box 33110', 'Wakiso, Uganda ')", +256-758-328887 , mobilelabour@yahoo.com 
THE NORMANDY COMPANY UGANDA LIMITED,https://eemis.mglsd.go.ug/companies/THENORMANDYCOMPANYUGANDALIMITED_6936,"Northern Bypass, Kampala, Uganda",+256-414-531983,"30 Apr, 2025 - 29 Apr, 2027",https://eemis.mglsd.go.ug/assets/images/brands/comp_34_1669974215.jpg,THE NORMANDY COMPANY UGANDA LIMITED,E25040009,30 April 2025,29 April 2027,"(' P.O Box 21296', 'Kampala, Uganda ')", +256-414-531983 , info@thenormandycompany.com 
BRIGHT STAR CREATION INTERNATIONAL LTD,https://eemis.mglsd.go.ug/companies/BRIGHTSTARCREATIONINTERNATIONALLTD_5766,NTINDA NEXT TO MINISTER'S VILLAGE HOTEL,+256-777-914234,"18 Nov, 2024 - 17 Nov, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_31_1656413194.jpg,BRIGHT STAR CREATION INTERNATIONAL LTD,E24110020,18 November 2024,17 November 2026,"(' 11402, KAMPALA', 'Kampala, Uganda ')", +256-777-914234 , eeimis@mglsd.ug.go 
