company_name,company_link,company_location_companiespage,company_phone,company_calendar,logo_link,company_name_copg,Licence No :,Start Date :,Expiry Date :,Address :,Phone :,Email :,active_company
PRIVER MITINDO LOGISTICS CO LTD,https://eemis.mglsd.go.ug/companies/PRIVERMITINDOLOGISTICSCOLTD_16196694,"110022, KAMPALA",+256-705-889081,"26 Feb, 2023 - 25 Feb, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_1643_1673040146.jpg,PRIVER MITINDO LOGISTICS CO LTD,E23020013,26 February 2023,25 February 2025,"(' 110022 KAMPALA', 'Kampala, Uganda ')", +256-705-889081 , mitindopriver@gmail.com ,False
PROSPECTS INTERNATIONAL LTD,https://eemis.mglsd.go.ug/companies/ProspectsInternationalLtd_183750,"PLOT 448, BLOCK 26, Sentema Road - Mengo",+256-414-699258,"23 May, 2023 - 22 May, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_175_1678100839.jpg,PROSPECTS INTERNATIONAL LTD,E23050033,23 May 2023,22 May 2025,"(' P.O.BOX 35227', 'Kampala, Uganda ')", +256-414-699258 , prospectsinternationalltd@gmail.com ,True
PROSTAFFING UGANDA LTD,https://eemis.mglsd.go.ug/companies/PROSTAFFINGUGANDALTD_1177494,NSAMBYA,+256774170057,"02 Jul, 2024 - 01 Jul, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_443_1715340598.jpeg,PROSTAFFING UGANDA LTD,E24070003,02 July 2024,01 July 2026,"(' P.O Box. 102013', 'Kampala, Uganda ')", +256774170057 , prostaffingug@gmail.com ,True
PROVIO INTERNATIONAL LTD,https://eemis.mglsd.go.ug/companies/PROVIOINTERNATIONALLTD_165336,"Northern Bypass, Kampala, Uganda",+256-701-485708,"26 Feb, 2023 - 25 Feb, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_166_1669972511.png,PROVIO INTERNATIONAL LTD,E23020014,26 February 2023,25 February 2025,"(' P.O BOX 23454', 'Kampala, Uganda ')", +256-701-485708 , provioint09@gmail.com ,False
PROXY RECRUITMENT AGENCY LTD,https://eemis.mglsd.go.ug/companies/PROXYRECRUITMENTAGENCYLTD_926694,+256774806000,+256-759-403662,"18 Dec, 2024 - 17 Dec, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_393_1658331297.jpg,PROXY RECRUITMENT AGENCY LTD,E24120016,18 December 2024,17 December 2026,"(' P.O BOX  165272', 'Kampala, Uganda ')", +256-759-403662 , proxyagency.co@gmail.com ,True
QATAR INTERNATIONAL MANPOWER AND RECRUITMENT AGENCY,https://eemis.mglsd.go.ug/companies/QATARINTERNATIONALMANPOWERANDRECRUITMENTAGENCY_29278086,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+097-431-393033,"30 Jan, 2024 - 30 Jan, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2209_1705672212.png,QATAR INTERNATIONAL MANPOWER AND RECRUITMENT AGENCY,QA24010019,30 January 2024,30 January 2026,"(' P.O Box ', 'Qatar ')", +097-431-393033 , qat.int2018@gmail.com ,True
QIMAM AL INJAZ RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/QimamAlInjazRecruitment Office_21071256,https://maps.app.goo.gl/bMW9pZed1xMdsCC46,+966-555-542551,"08 Jul, 2023 - 08 Jul, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_1874_1688257628.jpeg,QIMAM AL INJAZ RECRUITMENT OFFICE,SA1041,08 July 2023,08 July 2025,"(' P.O Box ', 'Saudi Arabia ')", +966-555-542551 , qimamalinjaz@gmail.com ,True
QUSOUR NAJED RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/QUSOURNAJEDRECRUITMENTOFFICE_31961184,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+966-547-028557,"11 Sep, 2024 - 10 Sep, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2308_1724783067.jpg,QUSOUR NAJED RECRUITMENT OFFICE,SA24090014,11 September 2024,10 September 2026,"(' P.O Box ', 'Al Qasim, Saudi Arabia ')", +966-547-028557 , waseemkhairy+21@gmail.com ,True
RAAMA AFRICA,https://eemis.mglsd.go.ug/companies/RAAMAAFRICA_1014,KAWEMPE MAGANJO OPPOSITE TOTAL MAGANJO PETROL STATION,+256-200-923425,"02 Sep, 2024 - 01 Sep, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_13_1655816303.png,RAAMA AFRICA,E24090007,02 September 2024,01 September 2026,"(' P.O BOX 35227, KAMPALA', 'Kampala, Uganda ')", +256-200-923425 , raama.africano2016@gmail.com ,True
RAB RECRUITMENT COMPANY LTD,https://eemis.mglsd.go.ug/companies/RABRECRUITMENTCOMPANYLTD_657366,KABUSU STAGE,+256-775-261278,"20 Jan, 2023 - 19 Jan, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_331_1666345296.jpg,RAB RECRUITMENT COMPANY LTD,E23010021,20 January 2023,19 January 2025,"(' P.O Box 3118', 'Kampala, Uganda ')", +256-775-261278 , rickyrys1@gmail.com ,False
RACLE JOB CONSULTANTS LTD,https://eemis.mglsd.go.ug/companies/RACLEJOBCONSULTANTSLTD_1634904,"102422,KAMPALA",+256-708-207730,"05 Aug, 2022 - 28 Feb, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_522_1656598834.jpeg,RACLE JOB CONSULTANTS LTD,E22080017,05 August 2022,28 February 2025,"(' 14336, KAMPALA', 'Kampala, Uganda ')", +256-708-207730 , raclejobs@gmail.com ,False
RACLE JOB CONSULTANTS LTD,https://eemis.mglsd.go.ug/companies/RACLEJOBCONSULTANTSLTD_1634904,"102422,KAMPALA",+256-708-207730,"25 Mar, 2025 - 24 Mar, 2027",https://eemis.mglsd.go.ug/assets/images/brands/comp_522_1656598834.jpeg,RACLE JOB CONSULTANTS LTD,E25030016,25 March 2025,24 March 2027,"(' 14336, KAMPALA', 'Kampala, Uganda ')", +256-708-207730 , raclejobs@gmail.com ,True
RAFD RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/RafdRecruitmentOffice_27451926,https://g.co/kgs/b6o8dsP,+966-509-058046,"17 Sep, 2024 - 17 Sep, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2139_1717591011.jpeg,RAFD RECRUITMENT OFFICE,SA24090021,17 September 2024,17 September 2026,"(' P.O Box ', 'Riyadh, Saudi Arabia ')", +966-509-058046 , RefdRecruitment@gmail.com ,True
RANGERS SECURITY LTD,https://eemis.mglsd.go.ug/companies/RANGERSSECURITYLTD_12150,"SSENNYONDO CL, MUYENGA ROAD KABALAGALA, Kampala, Uganda",+256-772-427460,"18 Nov, 2024 - 17 Nov, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_45_1660557822.png,RANGERS SECURITY LTD,E24110022,18 November 2024,17 November 2026,"(' 131348 KAMPALA', 'Kampala, Uganda ')", +256-772-427460 , rangers.ug@gmail.com ,True
RATEQ RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/RateqRecruitmentOffice_25908504,"Buraidah,  Al-Qassim",+966-535-831200,"18 Sep, 2023 - 18 Sep, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_2078_1693991410.jpeg,RATEQ RECRUITMENT OFFICE,SA23090010,18 September 2023,18 September 2025,"(' P.O Box ', 'Saudi Arabia ')", +966-535-831200 , rateq.recruitment@gmail.com ,True
RAWAES RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/RawaesRecruitmentOffice_17667936,Al Areed District Medina 42312,+966-555-544961,"12 Sep, 2023 - 12 Sep, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_1716_1673192607.jpeg,RAWAES RECRUITMENT OFFICE,SA23090008,12 September 2023,12 September 2025,"(' P.O Box ', 'Al Madinah, Saudi Arabia ')", +966-555-544961 , rawaes11@gmail.com ,True
RAZEEN RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/RAZEENRECRUITMENTOFFICE_7486134,https://goo.gl/maps/fibQMY4FMcZyHXhy9,+966-112-404488,"04 Apr, 2023 - 04 Apr, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_1117_1642100011.jpg,RAZEEN RECRUITMENT OFFICE,SA318,04 April 2023,04 April 2025,"(' P.O Box ', 'Saudi Arabia ')", +966-112-404488 , razeenoffice@gmail.com ,False
RELIABLE LOGICIANS (U) LTD,https://eemis.mglsd.go.ug/companies/RELIABLELOGICIANSULTD_272214,"PORTBELL ROAD, LUZIRA",+256-772-497642,"23 Mar, 2023 - 22 Mar, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_213_1673252580.jpg,RELIABLE LOGICIANS (U) LTD,E23030006,23 March 2023,22 March 2025,"(' P.O.BOX 113039, KAMPALA', 'Kampala, Uganda ')", +256-772-497642 , reliablelogiciansultd@hotmail.com ,False
REMATRA INTERNATIONAL SERVICES LTD,https://eemis.mglsd.go.ug/companies/REMATRAINTERNATIONALSERVICESLTD_1452384,NATETE MACKAY ROAD OPPOSITE MACKAY COLLEGE SCHOOL,+256-705-748472,"31 May, 2024 - 30 May, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_492_1647414591.jpg,REMATRA INTERNATIONAL SERVICES LTD,E24050037,31 May 2024,30 May 2026,"(' P.O.BOX 104562 KAMPALA UGANDA', 'Kampala, Uganda ')", +256-705-748472 , rematrainternationalugandaltd@gmail.com ,True
RESULTS GROUP LIMITED,https://eemis.mglsd.go.ug/companies/RESULTSGROUPLIMITED_522150,NAJJERA,+256-704-024019,"02 Feb, 2024 - 01 Feb, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_295_1696241533.jpeg,RESULTS GROUP LIMITED,E24020007,02 February 2024,01 February 2026,"(' P.O.BOX 3461 KAMPALA UGANDA', 'Wakiso, Uganda ')", +256-704-024019 , resultsgroupltd@gmail.com ,True
RF AND SONS HR CONSULTANCY LLC,https://eemis.mglsd.go.ug/companies/RFANDSONSHRConsultancyLLC_32155350,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+971-559-962706,"30 Sep, 2024 - 30 Sep, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2315_1726661999.png,RF AND SONS HR CONSULTANCY LLC,AE24090032,30 September 2024,30 September 2026,"(' P.O Box ', 'Dubayy, United Arab Emirates ')", +971-559-962706 , waseem@rfsonshr.com ,True
RF AND SONS HR CONSULTANCY LLC,https://eemis.mglsd.go.ug/companies/RFANDSONSHRConsultancyLLC_32155350,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+971-559-962706,"Sep 30, 2024 - Sep 30, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2315_1726661999.png,RF AND SONS HR CONSULTANCY LLC,AE24090032,30 September 2024,30 September 2026,"(' P.O Box ', 'Dubayy, United Arab Emirates ')", +971-559-962706 , waseem@rfsonshr.com ,False
RIDAR UGANDA LIMITED,https://eemis.mglsd.go.ug/companies/RidarUgandaLimited_49686,Namugongo Division,+256-701-415961,"11 Feb, 2025 - 10 Feb, 2027",https://eemis.mglsd.go.ug/assets/images/brands/comp_91_1647525369.jpg,RIDAR UGANDA LIMITED,E25020005,11 February 2025,10 February 2027,"(' P.O BOX 7627', 'Wakiso, Uganda ')", +256-701-415961 , ridaruganda@gmail.com ,True
RIGHTFORCE MANPOWER SERVICES L.L.C,https://eemis.mglsd.go.ug/companies/RIGHTFORCEMANPOWERSERVICESLLC_33389286,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+971-502-258556,"Jan 06, 2025 - Jan 06, 2027",https://eemis.mglsd.go.ug/assets/images/brands/comp_2359_1734331216.jpeg,RIGHTFORCE MANPOWER SERVICES L.L.C,AE25010002,06 January 2025,06 January 2027,"(' P.O Box ', 'Dubayy, United Arab Emirates ')", +971-502-258556 , salim@rightforcegroup.com ,True
RIYADH NATIONAL RECRUITMENT COMPANY,https://eemis.mglsd.go.ug/companies/RiyadhNationalRecruitmentCompany_21409926,https://goo.gl/maps/agHpK1VRmrZVKkUq6,+966-506-410961,"09 Aug, 2023 - 19 Jun, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_1889_1670393108.jpg,RIYADH NATIONAL RECRUITMENT COMPANY,SA1049,09 August 2023,19 June 2025,"(' P.O Box ', 'Ar Riyad, Saudi Arabia ')", +966-506-410961 , opr@RNR.sa ,True
RIZIQ RECRUITMENT SERVICES LIMITED,https://eemis.mglsd.go.ug/companies/RIZIQRECRUITMENTSERVICESLIMITED_4688736,"NAMUWONGO, WABIGALO ROAD",+256-778-045722,"20 Jan, 2023 - 19 Jan, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_884_1667904680.png,RIZIQ RECRUITMENT SERVICES LIMITED,E23010014,20 January 2023,19 January 2025,"(' P.O.BOX 9227 KAMPALA, UGANDA', 'Kampala, Uganda ')", +256-778-045722 , riziqrecruitmentservices@gmail.com ,False
RMZ,https://eemis.mglsd.go.ug/companies/RMZ_33672966,"Riyadh 12431, Saudi Arabia",+966-500-872878,"Jan 07, 2025 - Jan 06, 2027",https://eemis.mglsd.go.ug/assets/images/brands/comp_2369_1735736884.jpg,RMZ,SA25010005,07 January 2025,06 January 2027,"(' P.O Box ', 'Ar Riyad, Saudi Arabia ')", +966-500-872878 , rmz.rec@gmail.com ,True
ROKAS RECRUITMENT SERVICES LTD,https://eemis.mglsd.go.ug/companies/ROKASRECRUITMENTSERVICESLTD_58806,MAKINDYE LUKULI ROAD,+256-785-948377,"24 Feb, 2025 - 23 Feb, 2027",https://eemis.mglsd.go.ug/assets/images/brands/comp_99_1658253071.jpg,ROKAS RECRUITMENT SERVICES LTD,E25020010,24 February 2025,23 February 2027,"(' P.O BOX 27878, KAMPALA', 'Kampala, Uganda ')", +256-785-948377 , rokasrecruitmentservices@gmail.com ,True
ROYAL CHARIOT AGENCIES U LTD,https://eemis.mglsd.go.ug/companies/ROYALCHARIOTAGENCIESULTD_1140576,PLOT 3 MUTUNGO BIINA ROAD BUTABIKA,+256-752-605895,"23 Sep, 2024 - 22 Sep, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_436_1648459904.jpg,ROYAL CHARIOT AGENCIES U LTD,E24090023,23 September 2024,22 September 2026,"(' P.O Box ', 'Kampala, Uganda ')", +256-752-605895 , royalchariotrecruitment@gmail.com ,True
ROYAL PRINCE AGENCIES LIMITED,https://eemis.mglsd.go.ug/companies/ROYALPRINCEAGENCIESLIMITED_5541126,Ttula,+256-703-967684,"12 Oct, 2023 - 11 Oct, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_961_1679933125.jpg,ROYAL PRINCE AGENCIES LIMITED,E23100010,12 October 2023,11 October 2025,"(' P.O Box 101455', 'Kampala, Uganda ')", +256-703-967684 , royalprinceuganda@gmail.com ,True
RS RECRUITMENT SERVICES LIMITED,https://eemis.mglsd.go.ug/companies/RSRECRUITMENTSERVICESLIMITED_144150,LUMUMBA AVENUE,+256-783-303333,"11 Feb, 2025 - 10 Feb, 2027",https://eemis.mglsd.go.ug/assets/images/brands/comp_155_1674816344.jpg,RS RECRUITMENT SERVICES LIMITED,E25020001,11 February 2025,10 February 2027,"(' P.O. BOX 29662, KAMPALA', 'Kampala, Uganda ')", +256-783-303333 , rsrecruitment24@gmail.com ,True
RS RECRUITMENT SERVICES LIMITED,https://eemis.mglsd.go.ug/companies/RSRECRUITMENTSERVICESLIMITED_144150,LUMUMBA AVENUE,+256-783-303333,"20 Jan, 2023 - 19 Apr, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_155_1674816344.jpg,RS RECRUITMENT SERVICES LIMITED,E23010023,20 January 2023,19 April 2025,"(' P.O. BOX 29662, KAMPALA', 'Kampala, Uganda ')", +256-783-303333 , rsrecruitment24@gmail.com ,False
RUHAM EAST CONSULTANTS LTD,https://eemis.mglsd.go.ug/companies/RUHAMEASTCONSULTANTSLTD_16216416,111643 Wakiso,+256-772-389102,"23 Nov, 2022 - 31 Mar, 2025",https://eemis.mglsd.go.ug/assets/images/brands/placeholder.jpg,RUHAM EAST CONSULTANTS LTD,E22110068,23 November 2022,31 March 2025,"(' P.O BOX 111643', 'Kampala, Uganda ')", +256-772-389102 , ruhameastconsultants@gmail.com ,False
RUHAM EAST CONSULTANTS LTD,https://eemis.mglsd.go.ug/companies/RUHAMEASTCONSULTANTSLTD_16216416,111643 Wakiso,+256-772-389102,"23 Nov, 2022 - 31 Mar, 2025",,,,,,,,,False
RUKN EDEM RECRUITMENT,https://eemis.mglsd.go.ug/companies/RUKNEDEMRECRUITMENT_25659744,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+966-555-164117,"06 Dec, 2023 - 06 Dec, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_2068_1694342634.jpeg,RUKN EDEM RECRUITMENT,SA23120004,06 December 2023,06 December 2025,"(' P.O Box ', 'Ar Riyad, Saudi Arabia ')", +966-555-164117 , ruknadem@gmail.com ,True
RUNTOWN AGENCIES LIMITED,https://eemis.mglsd.go.ug/companies/RUNTOWNAGENCIESLIMITED_768984,"KABOWA, NYANAMA Road",+256-702-769754,"22 Mar, 2024 - 21 Mar, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_358_1553681988.jpg,RUNTOWN AGENCIES LIMITED,E24030009,22 March 2024,21 March 2026,"(' P.O Box ', 'Kampala, Uganda ')", +256-702-769754 , info.runtownagenciesltd@gmail.com ,True
S.A INTEGRATED STAFFING SERVICES LIMITED,https://eemis.mglsd.go.ug/companies/SAINTEGRATEDSTAFFINGSERVICESLIMITED_9121734,105409,+256-759-666066,"04 Nov, 2024 - 03 Nov, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_1233_1649250704.jpeg,S.A INTEGRATED STAFFING SERVICES LIMITED,E24110001,04 November 2024,03 November 2026,"(' P.O Box 105409', 'Kampala, Uganda ')", +256-759-666066 , s.a.staffing.services.ltd@gmail.com ,True
SAED INTERNATIONAL COMPANY,https://eemis.mglsd.go.ug/companies/SAEDINTERNATIONALCOMPANY_4073856,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+966-566-586418,"06 Dec, 2023 - 06 Dec, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_824_1662969401.png,SAED INTERNATIONAL COMPANY,SA001,06 December 2023,06 December 2025,"(' P.O Box ', 'Saudi Arabia ')", +966-566-586418 , info@saed.sa ,True
SAFIR ALRYADAH RECRUITMENT,https://eemis.mglsd.go.ug/companies/SAFIRALRYADAHRECRUITMENT_32994150,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+966-533-894555,"Nov 30, 2024 - Nov 29, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2345_1731998084.jpeg,SAFIR ALRYADAH RECRUITMENT,SA24110038,30 November 2024,29 November 2026,"(' P.O Box ', 'Riyadh, Saudi Arabia ')", +966-533-894555 , safiralryadh@gmail.com ,True
SAHAM RECRUITMENT,https://eemis.mglsd.go.ug/companies/Sahamrecruitment_21568896,Hafar albatin,+966-593-388872,"09 Nov, 2023 - 09 Nov, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_1896_1665957400.jpg,SAHAM RECRUITMENT,SA23110004,09 November 2023,09 November 2025,"(' P.O Box ', 'Ash Sharqiyah (Eastern Pr, Saudi Arabia ')", +966-593-388872 , qatoot@gmail.com ,True
SAHARA RECRUITMENT AGENCY LIMITED,https://eemis.mglsd.go.ug/companies/SAHARARECRUITMENTAGENCYLIMITED_415014,BUWATE,+256-785-100396,"11 Jan, 2024 - 10 Jan, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_263_1693566488.jpg,SAHARA RECRUITMENT AGENCY LIMITED,E24010006,11 January 2024,10 January 2026,"(' P.O BOX 10111, KAMPALA', 'Kampala, Uganda ')", +256-785-100396 , sahararecruitmentagencyltd@gmail.com ,True
SALATA COMPANY FOR MEALS,https://eemis.mglsd.go.ug/companies/SalataCompanyforMeals_28201344,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+966-570-616000,"18 Jan, 2024 - 18 Jan, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2168_1701172348.jpeg,SALATA COMPANY FOR MEALS,SA24010015,18 January 2024,18 January 2026,"(' P.O Box ', 'Eastern Province, Saudi Arabia ')", +966-570-616000 , HR@agholding.com.sa ,True
SALEM INTERNATIONAL LIMITED,https://eemis.mglsd.go.ug/companies/SALEMINTERNATIONALLIMITED_14248086,26413 KAMPALA,+256-782-361898,"13 Sep, 2024 - 12 Sep, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_1541_1654340607.jpg,SALEM INTERNATIONAL LIMITED,E24090015,13 September 2024,12 September 2026,"(' P.O Box ', 'Kampala, Uganda ')", +256-782-361898 , salemjd2022@gmail.com ,True
SAMA AL RIYADH FOR RECRUITMENT,https://eemis.mglsd.go.ug/companies/SAMAALRIYADHFORRECRUITMENT_6303750,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+966-502-252899,"20 Nov, 2023 - 20 Nov, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_1025_1641292806.jpeg,SAMA AL RIYADH FOR RECRUITMENT,SA23110012,20 November 2023,20 November 2025,"(' P.O Box ', 'Ar Riyad, Saudi Arabia ')", +966-502-252899 , sama.alriyadh9@gmail.com ,True
SAMA ALKHALEAJ RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/SamaAlkhaleajRecruitmentOffice_32377974,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+966-505-854186,"23 Oct, 2024 - 23 Oct, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2323_1728251687.jpg,SAMA ALKHALEAJ RECRUITMENT OFFICE,SA24100012,23 October 2024,23 October 2026,"(' P.O Box ', 'Ash Sharqiyah (Eastern Pr, Saudi Arabia ')", +966-505-854186 , ghanem888@hotmail.com ,True
SAMA ALKHALEAJ RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/SamaAlkhaleajRecruitmentOffice_32377974,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+966-505-854186,"Oct 23, 2024 - Oct 23, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2323_1728251687.jpg,SAMA ALKHALEAJ RECRUITMENT OFFICE,SA24100012,23 October 2024,23 October 2026,"(' P.O Box ', 'Ash Sharqiyah (Eastern Pr, Saudi Arabia ')", +966-505-854186 , ghanem888@hotmail.com ,False
SAMAM SPECIAL SECURITY SERVICES WLL,https://eemis.mglsd.go.ug/companies/SAMAMSPECIALSECURITYSERVICESWLL_24240600,"Office Villa Building 15, Umm Lekhba, Near Landmark Mall,  Al Duhail,",+974-044-146655,"23 Apr, 2023 - 23 Apr, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_2010_1678097694.png,SAMAM SPECIAL SECURITY SERVICES WLL,QA23040016,23 April 2023,23 April 2025,"(' P.O Box ', 'Doha, Qatar ')", +974-044-146655 , samamsec256@gmail.com ,True
SARACEN UGANDA LTD,https://eemis.mglsd.go.ug/companies/SARACENUGANDALTD_6,Plot 245 Kansanga Gaba road,+256-759-200449,"30 Aug, 2023 - 29 Aug, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_1_1612951359.png,SARACEN UGANDA LTD,E23080018,30 August 2023,29 August 2025,"(' P.O Box 22693', 'Kampala, Uganda ')", +256-759-200449 , externaldocuments@saracen.co.ug ,True
SAUDI HOUSE,https://eemis.mglsd.go.ug/companies/saudihouse_31822854,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+966-507-800911,"02 Sep, 2024 - 01 Sep, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2303_1723546338.jpeg,SAUDI HOUSE,SA24090001,02 September 2024,01 September 2026,"(' P.O Box ', 'Ash Sharqiyah (Eastern Pr, Saudi Arabia ')", +966-507-800911 , info@saudihouse-r.com ,True
SAVIOURS INTERNATIONAL AGENCY LIMITED,https://eemis.mglsd.go.ug/companies/SAVIOURSINTERNATIONALAGENCYLIMITED_80736,Plot 2567,+256-781-157792,"23 Mar, 2023 - 22 Mar, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_116_1608473804.jpeg,SAVIOURS INTERNATIONAL AGENCY LIMITED,E23030004,23 March 2023,22 March 2025,"(' P.O Box 33534 Kampala', 'Uganda ')", +256-781-157792 , savioursinternational2017@gmail.com ,False
SEC GULF SECURITY SERVICES,https://eemis.mglsd.go.ug/companies/SECGULFSECURITYSERVICES_20049504,"SAHEEL TOWER 2, OFFICE NO.303-AL NAHDA 1-DUBAI",+971-564-658475,"01 Feb, 2023 - 01 Feb, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_1828_1668674118.jpg,SEC GULF SECURITY SERVICES,AE23020001,01 February 2023,01 February 2025,"(' P.O Box ', 'Dubayy, United Arab Emirates ')", +971-564-658475 , hr@applemanpower.com ,False
SECURITY LINK LIMITED,https://eemis.mglsd.go.ug/companies/SECURITYLINKLIMITED_24576,"PLOT 537 MUTESA 1 ROAD,BULANGE",+256-759-985584,"10 Aug, 2023 - 09 Aug, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_64_1684932868.jpg,SECURITY LINK LIMITED,E23080003,10 August 2023,09 August 2025,"(' P.O Box 35484', 'Kampala, Uganda ')", +256-759-985584 , securitylinkug@gmail.com ,True
SEMARABIA RECRUITMENT AND HR SOLUTIONS LTD,https://eemis.mglsd.go.ug/companies/SEMARABIARECRUITMENTANDHRSOLUTIONSLTD_4416984,MAKINDYE SSABAGABO NAZZIBA,+256-703-215000,"12 Oct, 2023 - 11 Oct, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_858_1689057832.jpeg,SEMARABIA RECRUITMENT AND HR SOLUTIONS LTD,E23100006,12 October 2023,11 October 2025,"(' P.O Box 108139', 'Wakiso, Uganda ')", +256-703-215000 , semaarabia326@gmail.com ,True
SENAD RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/SenadRecruitmentOffice_32127576,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+966-533-350761,"21 Oct, 2024 - 21 Oct, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2314_1726311230.jpg,SENAD RECRUITMENT OFFICE,SA24100010,21 October 2024,21 October 2026,"(' P.O Box ', 'Makkah, Saudi Arabia ')", +966-533-350761 , senad.labor@gmail.com ,True
SERENE RECRUITMENT LTD,https://eemis.mglsd.go.ug/companies/SERENERECRUITMENTLTD_4551846,"Mulungu Village Munyonyo,",+256-707-555004,"26 Jun, 2024 - 25 Jun, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_871_1646909164.jpeg,SERENE RECRUITMENT LTD,E24060020,26 June 2024,25 June 2026,"(' P.O Box 3673', 'Kampala, Uganda ')", +256-707-555004 , serenerecruitmentltd@gmail.com ,True
SERVEU INTERNATIONAL RECRUITING AGENCY,https://eemis.mglsd.go.ug/companies/SERVEUINTERNATIONALRECRUITINGAGENCY_4056,WANDEGEYA,+256-757-052339,"18 Dec, 2024 - 17 Dec, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_26_1673437570.jpg,SERVEU INTERNATIONAL RECRUITING AGENCY,E24120019,18 December 2024,17 December 2026,"(' 31340 KAMPALA UGANDA', 'Kampala, Uganda ')", +256-757-052339 , serveuinternational80@gmail.com ,True
